State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
9.190,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.0103675,0.000,9144.000,0.000,0.000,0.000,0.000,44307.690,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
9.291,0,0,-0.000,-0.000,-5367.603,-0.737,-0.005,-1168.772,-7.375,-0.048,-6.328,0.000,0.000,0.0103675,0.000,9144.000,0.000,90.000,915.254,9.477,849.333,-5370.011,-9.705,-0.048,0.494,0.009,-0.000,-0.007,0.000,0.000,0.000,-0.001,0.371,-0.000,0.929,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91519.125,9.473,0.000,0.000,0.381,-9.784,-0.144,0.004,0.002,0.004,0.000,0.000
9.392,0,0,-0.047,0.000,-4331.842,-1.158,0.012,-923.261,-4.276,0.162,-8.941,0.000,0.000,0.0103675,0.000,9144.000,3.474,46.458,915.201,9.474,849.807,-3226.628,-9.907,0.155,0.279,-0.008,0.030,0.010,0.000,0.000,0.000,0.003,0.545,0.002,0.838,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91536.203,9.483,0.000,0.000,0.387,-9.796,-0.027,-0.001,-0.002,0.008,0.000,0.000
9.493,0,0,-0.116,0.002,-3691.331,-1.406,0.034,-768.259,-2.581,0.219,-9.649,0.000,0.000,0.0103675,0.000,9144.000,2.745,23.952,915.239,9.476,849.465,-2315.084,-9.980,0.263,0.357,0.040,0.019,0.020,0.000,0.000,0.000,0.009,0.623,0.004,0.782,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91527.734,9.478,0.000,0.000,0.290,-9.790,0.015,-0.004,-0.002,0.012,0.000,0.000
9.594,0,0,-0.196,0.003,-3246.212,-1.564,0.023,-656.073,-1.713,-0.103,-9.805,0.000,0.000,0.0103675,0.000,9144.000,2.284,12.944,915.235,9.476,849.506,-1806.657,-9.946,-0.036,0.391,0.003,-0.018,-0.021,0.000,0.000,0.000,0.005,0.658,-0.000,0.753,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91521.609,9.475,0.000,0.000,0.349,-9.814,0.004,-0.026,0.013,-0.007,0.000,0.000
9.695,0,0,-0.282,0.004,-2913.674,-1.673,0.013,-566.550,-1.239,-0.092,-9.589,0.000,0.000,0.0103675,0.000,9144.000,1.950,7.652,915.245,9.477,849.409,-1481.931,-9.660,-0.017,0.408,0.007,0.034,0.005,0.000,0.000,0.000,0.004,0.676,-0.002,0.737,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91529.648,9.480,0.000,0.000,0.323,-9.774,-0.007,-0.004,0.005,0.014,0.000,0.000
9.796,0,0,-0.372,0.004,-2651.967,-1.758,0.009,-489.445,-1.007,-0.038,-9.698,0.000,0.000,0.0103675,0.000,9144.000,1.684,4.940,915.198,9.474,849.836,-1255.940,-9.742,0.034,0.396,-0.006,0.011,-0.016,0.000,0.000,0.000,0.003,0.685,-0.002,0.729,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91530.828,9.480,0.000,0.000,0.286,-9.852,0.008,0.004,0.001,-0.013,0.000,0.000
9.897,0,0,-0.464,0.004,-2437.540,-1.816,0.011,-418.969,-0.762,0.020,-9.915,0.000,0.000,0.0103675,0.000,9144.000,1.455,3.601,915.251,9.477,849.357,-1090.486,-9.939,0.115,0.305,0.023,0.014,0.005,0.000,0.000,0.000,0.006,0.691,-0.001,0.723,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91525.789,9.477,0.000,0.000,0.268,-9.769,-0.053,-0.001,0.005,0.003,0.000,0.000
9.998,0,0,-0.557,0.005,-2255.525,-1.865,0.008,-351.523,-0.685,-0.035,-9.762,0.000,0.000,0.0103675,0.000,9144.000,1.245,2.638,915.231,9.476,849.538,-963.154,-9.781,0.078,0.309,0.018,0.009,-0.031,0.000,0.000,0.000,0.006,0.693,-0.002,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91531.500,9.481,0.000,0.000,0.343,-9.739,0.020,0.005,0.006,-0.015,0.000,0.000
10.099,0,0,-0.651,0.004,-2096.158,-1.913,-0.012,-284.974,-0.690,-0.194,-9.853,0.000,0.000,0.0103675,0.000,9144.000,1.045,2.198,915.207,9.474,849.759,-862.389,-9.873,-0.092,0.335,-0.014,0.003,-0.004,0.000,0.000,0.000,0.003,0.694,-0.004,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91517.445,9.472,0.000,0.000,0.385,-9.792,-0.077,0.012,-0.012,0.021,0.000,0.000
10.200,0,0,-0.745,0.002,-1963.185,-1.947,-0.028,-222.209,-0.559,-0.157,-9.802,0.000,0.000,0.0103675,0.000,9144.000,0.847,2.062,915.237,9.476,849.483,-862.665,-9.816,-0.055,0.260,0.000,0.014,-0.005,0.000,0.000,0.000,0.002,0.696,-0.005,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91516.047,9.472,0.000,0.000,0.475,-9.791,-0.057,-0.004,-0.006,0.001,0.000,0.000
10.301,0,0,-0.839,-0.001,-1848.179,-1.979,-0.030,-161.953,-0.572,-0.017,-9.836,0.000,0.000,0.0103675,0.000,9144.000,0.661,1.751,915.242,9.476,849.436,-862.712,-9.848,0.068,0.285,-0.018,0.013,-0.035,0.000,0.000,0.000,0.003,0.697,-0.003,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91527.859,9.479,0.000,0.000,0.440,-9.752,0.043,-0.004,-0.009,0.002,0.000,0.000
10.402,0,0,-0.933,-0.004,-1745.648,-2.033,-0.026,-103.655,-0.810,0.032,-9.711,0.000,0.000,0.0103675,0.000,9144.000,0.481,1.668,915.237,9.476,849.485,-862.663,-9.734,0.077,0.454,-0.038,0.024,0.003,0.000,0.000,0.000,0.003,0.694,-0.000,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91522.359,9.475,0.000,0.000,0.321,-9.827,-0.040,0.009,-0.012,-0.018,0.000,0.000
10.503,0,0,-1.028,-0.006,-1651.947,-2.072,-0.027,-47.281,-0.682,-0.003,-9.764,0.000,0.000,0.0103675,0.000,9144.000,0.308,2.100,915.202,9.474,849.804,-862.344,-9.782,0.064,0.337,0.021,0.003,0.007,0.000,0.000,0.000,0.004,0.694,-0.001,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91520.883,9.474,0.000,0.000,0.257,-9.808,0.030,0.010,0.008,0.005,0.000,0.000
10.604,0,0,-1.122,-0.008,-1564.772,-2.107,-0.029,6.853,-0.676,-0.023,-9.765,0.000,0.000,0.0103675,0.000,9144.000,0.141,2.025,915.202,9.474,849.804,-862.344,-9.782,0.064,0.337,0.021,0.003,0.007,0.000,0.000,0.000,0.005,0.695,-0.001,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91520.883,9.474,0.000,0.000,0.257,-9.808,0.030,0.010,0.008,0.005,0.000,0.000
10.705,0,0,-1.215,-0.010,-1482.737,-2.132,-0.040,58.192,-0.619,-0.116,-9.785,0.000,0.000,0.0103675,0.000,9144.000,0.021,1.988,915.260,9.477,849.273,-862.875,-9.801,0.022,0.296,0.051,-0.011,0.008,0.000,0.000,0.000,0.007,0.695,-0.003,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91524.422,9.476,0.000,0.000,0.408,-9.776,-0.104,-0.006,-0.004,0.009,0.000,0.000
10.806,0,0,-1.305,-0.014,-1404.993,-2.146,-0.071,106.127,-0.539,-0.314,-9.990,0.000,0.000,0.0103675,0.000,9144.000,0.173,1.888,915.275,9.478,849.139,-863.009,-10.005,-0.127,0.255,0.043,0.014,-0.031,0.000,0.000,0.000,0.005,0.697,-0.009,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91524.250,9.476,0.000,0.000,0.315,-9.780,0.104,-0.006,-0.003,-0.007,0.000,0.000
10.907,0,0,-1.392,-0.021,-1331.149,-2.160,-0.102,150.089,-0.577,-0.313,-9.866,0.000,0.000,0.0103675,0.000,9144.000,0.316,1.635,915.241,9.476,849.448,-862.700,-9.883,-0.121,0.294,0.007,0.006,0.013,0.000,0.000,0.000,0.004,0.697,-0.010,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91528.109,9.479,0.000,0.000,0.346,-9.850,-0.065,-0.004,0.002,-0.006,0.000,0.000
11.008,0,0,-1.476,-0.029,-1261.220,-2.170,-0.112,189.463,-0.585,-0.105,-9.756,0.000,0.000,0.0103675,0.000,9144.000,0.446,1.654,915.246,9.477,849.408,-862.740,-9.770,0.067,0.294,-0.014,-0.007,0.048,0.000,0.000,0.000,0.007,0.696,-0.006,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91517.180,9.472,0.000,0.000,0.289,-9.748,-0.026,0.002,0.025,-0.009,0.000,0.000
11.109,0,0,-1.554,-0.038,-1195.347,-2.151,-0.129,223.793,-0.340,-0.184,-9.716,0.000,0.000,0.0103675,0.000,9144.000,0.563,1.708,915.232,9.476,849.533,-862.615,-9.722,-0.013,0.132,-0.001,0.008,-0.002,0.000,0.000,0.000,0.006,0.700,-0.006,0.715,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91518.633,9.473,0.000,0.000,0.360,-9.822,0.001,0.003,-0.003,0.000,0.000,0.000
11.210,0,0,-1.625,-0.048,-1025.353,-2.123,-0.146,336.035,-0.298,-0.183,-9.717,0.000,0.000,0.0103675,0.000,9144.000,0.665,1.221,915.232,9.476,849.533,-0.016,-9.722,-0.013,0.132,-0.001,0.008,-0.002,0.000,0.000,0.000,0.006,0.701,-0.006,0.713,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91518.633,9.473,0.000,0.000,0.360,-9.822,0.001,0.003,-0.003,0.000,0.000,0.000
11.311,0,0,-1.690,-0.059,-864.462,-2.137,-0.189,433.689,-0.759,-0.452,-9.672,0.000,0.000,0.0103675,0.000,9144.000,0.999,0.977,915.263,9.478,849.253,-0.307,-9.698,-0.262,0.454,0.013,-0.007,-0.020,0.000,0.000,0.000,0.001,0.696,-0.012,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91517.852,9.473,0.000,0.000,0.405,-9.751,0.124,-0.004,-0.008,-0.005,0.000,0.000
11.412,0,0,-1.751,-0.073,-713.663,-2.126,-0.214,516.364,-0.558,-0.267,-9.899,0.000,0.000,0.0103675,0.000,9144.000,1.289,1.846,915.231,9.476,849.538,0.011,-9.914,-0.096,0.278,-0.019,0.032,0.010,0.000,0.000,0.000,0.002,0.697,-0.010,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91521.102,9.475,0.000,0.000,0.306,-9.869,0.043,-0.003,0.013,-0.013,0.000,0.000
11.513,0,0,-1.807,-0.088,-573.931,-2.135,-0.238,584.065,-0.805,-0.281,-9.791,0.000,0.000,0.0103675,0.000,9144.000,1.535,1.633,915.274,9.478,849.149,-0.412,-9.818,-0.105,0.442,0.003,-0.011,-0.005,0.000,0.000,0.000,0.002,0.694,-0.010,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91522.250,9.475,0.000,0.000,0.308,-9.841,0.062,0.005,-0.001,-0.015,0.000,0.000
11.614,0,0,-1.859,-0.103,-445.762,-2.159,-0.242,637.351,-0.997,-0.079,-9.737,0.000,0.000,0.0103675,0.000,9144.000,1.736,2.139,915.223,9.475,849.613,0.022,-9.773,0.076,0.545,-0.016,0.003,0.010,0.000,0.000,0.000,0.005,0.691,-0.006,0.723,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91530.031,9.480,0.000,0.000,0.333,-9.824,-0.017,0.002,0.006,-0.003,0.000,0.000
11.715,0,0,-1.906,-0.118,-329.558,-2.142,-0.264,676.960,-0.633,-0.266,-9.743,0.000,0.000,0.0103675,0.000,9144.000,1.895,2.657,915.239,9.476,849.466,-0.111,-9.762,-0.115,0.273,-0.003,0.001,0.020,0.000,0.000,0.000,0.003,0.694,-0.007,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91521.086,9.475,0.000,0.000,0.376,-9.854,0.109,-0.007,-0.005,0.005,0.000,0.000
11.816,0,0,-1.948,-0.133,-225.318,-2.142,-0.260,703.984,-0.854,-0.022,-9.769,0.000,0.000,0.0103675,0.000,9144.000,2.012,2.127,915.221,9.475,849.630,0.122,-9.796,0.084,0.442,-0.047,-0.021,-0.025,0.000,0.000,0.000,0.004,0.692,-0.004,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91536.594,9.484,0.000,0.000,0.320,-9.803,0.010,0.002,-0.002,0.011,0.000,0.000
11.917,0,0,-1.983,-0.146,-132.901,-2.117,-0.270,719.589,-0.636,-0.162,-9.799,0.000,0.000,0.0103675,0.000,9144.000,2.093,2.414,915.241,9.476,849.453,-0.064,-9.817,-0.045,0.288,0.012,0.003,0.036,0.000,0.000,0.000,0.004,0.694,-0.004,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91525.750,9.477,0.000,0.000,0.343,-9.735,-0.016,0.019,0.009,-0.005,0.000,0.000
12.018,0,0,-2.011,-0.160,-51.875,-2.085,-0.280,725.092,-0.604,-0.173,-9.801,0.000,0.000,0.0103675,0.000,9144.000,2.139,2.037,915.241,9.476,849.453,-0.051,-9.817,-0.045,0.288,0.012,0.003,0.036,0.000,0.000,0.000,0.004,0.696,-0.005,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91525.750,9.477,0.000,0.000,0.343,-9.735,-0.016,0.019,0.009,-0.005,0.000,0.000
12.119,0,0,-2.031,-0.172,18.301,-2.022,-0.278,721.773,-0.333,-0.064,-9.942,0.000,0.000,0.0103675,0.000,9144.000,2.155,1.849,915.254,9.477,849.331,-0.150,-9.947,0.061,0.106,-0.003,-0.026,0.026,0.000,0.000,0.000,0.006,0.699,-0.003,0.715,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91529.172,9.479,0.000,0.000,0.232,-9.825,-0.013,-0.020,0.003,-0.029,0.000,0.000
12.220,0,0,-2.042,-0.183,78.326,-1.988,-0.278,710.958,-0.651,-0.080,-9.818,0.000,0.000,0.0103675,0.000,9144.000,2.146,1.305,915.241,9.476,849.446,-0.040,-9.833,0.031,0.365,-0.013,0.017,-0.025,0.000,0.000,0.000,0.005,0.697,-0.003,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91525.969,9.477,0.000,0.000,0.434,-9.896,0.000,-0.003,-0.004,0.008,0.000,0.000
12.321,0,0,-2.047,-0.193,128.950,-1.932,-0.290,693.843,-0.444,-0.215,-9.880,0.000,0.000,0.0103675,0.000,9144.000,2.113,1.666,915.217,9.475,849.663,0.195,-9.890,-0.098,0.199,0.004,-0.004,-0.006,0.000,0.000,0.000,0.003,0.698,-0.006,0.716,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91520.688,9.474,0.000,0.000,0.284,-9.874,0.035,0.007,0.012,0.011,0.000,0.000
12.422,0,0,-2.043,-0.203,170.888,-1.865,-0.289,671.503,-0.352,-0.091,-9.937,0.000,0.000,0.0103675,0.000,9144.000,2.063,1.423,915.232,9.476,849.530,0.057,-9.943,0.015,0.147,-0.011,-0.018,0.018,0.000,0.000,0.000,0.004,0.700,-0.004,0.714,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91524.836,9.477,0.000,0.000,0.411,-9.786,0.109,0.022,-0.010,-0.010,0.000,0.000
12.523,0,0,-2.033,-0.211,204.933,-1.820,-0.275,644.993,-0.584,0.026,-9.753,0.000,0.000,0.0103675,0.000,9144.000,1.996,1.185,915.243,9.476,849.432,0.024,-9.765,0.121,0.318,-0.007,-0.013,-0.008,0.000,0.000,0.000,0.005,0.697,-0.002,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91526.680,9.478,0.000,0.000,0.309,-9.817,-0.050,-0.005,-0.004,0.019,0.000,0.000
12.624,0,0,-2.018,-0.218,231.855,-1.767,-0.273,615.200,-0.509,-0.092,-9.855,0.000,0.000,0.0103675,0.000,9144.000,1.917,1.563,915.247,9.477,849.397,0.008,-9.866,0.019,0.250,0.015,0.003,0.011,0.000,0.000,0.000,0.006,0.698,-0.003,0.716,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91526.781,9.478,0.000,0.000,0.359,-9.825,0.049,-0.002,0.012,-0.013,0.000,0.000
12.725,0,0,-1.997,-0.223,252.390,-1.713,-0.272,582.944,-0.503,-0.107,-9.855,0.000,0.000,0.0103675,0.000,9144.000,1.829,1.500,915.247,9.477,849.397,-0.011,-9.866,0.019,0.250,0.015,0.003,0.011,0.000,0.000,0.000,0.006,0.698,-0.003,0.716,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91526.781,9.478,0.000,0.000,0.359,-9.825,0.049,-0.002,0.012,-0.013,0.000,0.000
12.826,0,0,-1.972,-0.228,267.297,-1.663,-0.259,548.975,-0.536,0.013,-9.930,0.000,0.000,0.0103675,0.000,9144.000,1.733,1.469,915.200,9.474,849.817,0.359,-9.939,0.126,0.276,-0.014,0.011,-0.016,0.000,0.000,0.000,0.007,0.698,-0.002,0.716,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91522.719,9.475,0.000,0.000,0.381,-9.896,-0.048,0.010,-0.002,0.006,0.000,0.000
12.927,0,0,-1.944,-0.230,277.180,-1.639,-0.254,513.901,-0.783,-0.069,-9.646,0.000,0.000,0.0103675,0.000,9144.000,1.632,1.498,915.202,9.474,849.801,0.343,-9.668,0.014,0.435,-0.025,-0.010,0.034,0.000,0.000,0.000,0.005,0.694,-0.001,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91529.906,9.480,0.000,0.000,0.345,-9.779,0.007,-0.003,-0.002,0.003,0.000,0.000
13.028,0,0,-1.915,-0.233,282.572,-1.598,-0.264,478.168,-0.615,-0.221,-9.648,0.000,0.000,0.0103675,0.000,9144.000,1.528,2.064,915.273,9.478,849.160,-0.302,-9.665,-0.141,0.286,-0.007,-0.028,-0.005,0.000,0.000,0.000,0.001,0.695,-0.004,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91524.156,9.476,0.000,0.000,0.310,-9.856,0.026,0.017,0.009,-0.003,0.000,0.000
13.129,0,0,-1.883,-0.235,284.180,-1.554,-0.252,442.325,-0.563,-0.014,-9.866,0.000,0.000,0.0103675,0.000,9144.000,1.421,1.959,915.245,9.477,849.415,-0.027,-9.878,0.077,0.272,0.010,0.027,-0.022,0.000,0.000,0.000,0.003,0.697,-0.003,0.717,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91531.156,9.480,0.000,0.000,0.368,-9.777,0.029,0.004,-0.002,0.009,0.000,0.000
13.230,0,0,-1.851,-0.237,282.532,-1.530,-0.253,406.789,-0.756,-0.128,-9.794,0.000,0.000,0.0103675,0.000,9144.000,1.315,1.689,915.215,9.475,849.685,0.252,-9.816,-0.056,0.395,-0.020,-0.040,-0.006,0.000,0.000,0.000,0.001,0.694,-0.004,0.720,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91523.008,9.476,0.000,0.000,0.339,-9.684,0.014,0.004,-0.007,-0.004,0.000,0.000
13.331,0,0,-1.819,-0.239,278.050,-1.518,-0.279,371.836,-0.848,-0.392,-9.820,0.000,0.000,0.0103675,0.000,9144.000,1.209,2.112,915.226,9.475,849.586,0.111,-9.848,-0.341,0.460,-0.028,0.033,0.023,0.000,0.000,0.000,-0.005,0.693,-0.008,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91521.180,9.475,0.000,0.000,0.304,-9.801,-0.008,-0.000,-0.014,-0.008,0.000,0.000
13.432,0,0,-1.787,-0.242,271.238,-1.486,-0.281,337.786,-0.647,-0.148,-9.869,0.000,0.000,0.0103675,0.000,9144.000,1.105,2.299,915.196,9.474,849.857,0.383,-9.886,-0.090,0.305,0.012,0.014,0.009,0.000,0.000,0.000,-0.003,0.695,-0.006,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91531.086,9.480,0.000,0.000,0.286,-9.730,-0.016,-0.001,0.007,0.005,0.000,0.000
13.533,0,0,-1.754,-0.245,262.439,-1.455,-0.267,304.828,-0.636,0.013,-9.863,0.000,0.000,0.0103675,0.000,9144.000,1.004,1.992,915.208,9.474,849.745,0.243,-9.878,0.091,0.309,0.024,-0.001,-0.013,0.000,0.000,0.000,0.002,0.695,-0.004,0.719,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91524.305,9.476,0.000,0.000,0.330,-9.885,-0.028,-0.017,0.013,-0.006,0.000,0.000
13.634,0,0,-1.722,-0.247,252.026,-1.423,-0.273,273.159,-0.607,-0.199,-9.776,0.000,0.000,0.0103675,0.000,9144.000,0.906,1.897,915.223,9.475,849.614,0.134,-9.792,-0.103,0.297,0.016,-0.003,-0.011,0.000,0.000,0.000,0.001,0.696,-0.006,0.718,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91526.688,9.478,0.000,0.000,0.322,-9.773,0.102,-0.014,0.013,-0.017,0.000,0.000
13.735,0,0,-1.690,-0.248,240.358,-1.420,-0.269,242.965,-0.878,-0.095,-9.505,0.000,0.000,0.0103675,0.000,9144.000,0.812,1.825,915.216,9.475,849.671,0.198,-9.533,-0.003,0.488,-0.003,0.009,-0.026,0.000,0.000,0.000,0.001,0.692,-0.005,0.721,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91531.547,9.481,0.000,0.000,0.491,-9.815,-0.047,-0.007,-0.003,-0.006,0.000,0.000
13.836,0,0,-1.660,-0.249,227.731,-1.411,-0.258,214.310,-0.804,-0.018,-9.689,0.000,0.000,0.0103675,0.000,9144.000,0.722,2.351,915.208,9.474,849.749,0.258,-9.714,0.044,0.399,-0.029,-0.013,0.011,0.000,0.000,0.000,0.002,0.692,-0.002,0.722,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91525.297,9.477,0.000,0.000,0.306,-9.836,0.069,0.000,-0.007,-0.012,0.000,0.000
13.937,0,0,-1.633,-0.249,214.358,-1.419,-0.259,187.232,-0.955,-0.149,-9.895,0.000,0.000,0.0103675,0.000,9144.000,0.637,2.389,915.236,9.476,849.491,-0.036,-9.929,-0.137,0.500,-0.056,0.000,-0.007,0.000,0.000,0.000,-0.002,0.691,-0.003,0.723,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,0,0.000,0.000,91529.906,9.480,0.000,0.000,0.358,-9.821,-0.016,0.019,0.000,0.010,0.000,0.000
