State - Time (s),State - Stage,State - Stage,State - PX (m),State - PY (m),State - PZ (m),State - VX (m/s),State - VY (m/s),State - VZ (m/s),State - AX (m/s/s),State - AY (m/s/s),State - AZ (m/s/s),State - Actuation Angle (deg),State - Acutal Angle (deg),State - CdA,State - Est Apo (m),State - Target Apogee (m),State - Mach Number,State - Tilt [deg],State - Pos - Accel Integrated [m],State - Velo - Accel Integrated [m/s],State - Baro Correction Altitude Delta [m],MockBarometer - Pres (hPa),MockBarometer - Temp (C),MockBarometer - Alt ASL (m),MockBarometer - Alt AGL (m),MockIMU - AccX (m/s^2),MockIMU - AccY (m/s^2),MockIMU - AccZ (m/s^2),MockIMU - GyroX (rad/s),MockIMU - GyroY (rad/s),MockIMU - GyroZ (rad/s),MockIMU - MagX (uT),MockIMU - MagY (uT),MockIMU - MagZ (uT),MockIMU - OriX,MockIMU - OriY,MockIMU - OriZ,MockIMU - OriW,MockGPS - Lat,MockGPS - Lon,MockGPS - Alt (m),MockGPS - Disp X (m),MockGPS - Disp Y (m),MockGPS - Disp Z (m),MockGPS - Fix Quality,MockGPS - Time of Day,E5 - Rel Steps,MockBR - Battery Voltage (V),MockBR - ALT (m),MockBR - PRES (Pa),MockBR - TEMP (C),MockBR - VEL (m/s),MockBR - ANG (deg),MockBR - ACCX (m/s^2),MockBR - ACCY (m/s^2),MockBR - ACCZ (m/s^2),MockBR - GYROX (rad/s),MockBR - GYROY (rad/s),MockBR - GYROZ (rad/s),MockBR - ROLL (deg),MockBR - TILT (deg)
26.625,0,0,0.017,-0.072,8.152,0.015,-0.082,12.664,0.063,0.096,9.896,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.716,0.000,0.000,0.000,911.480,9.255,883.488,-0.036,9.850,0.098,0.963,0.062,0.102,0.068,0.000,0.000,0.000,-0.003,-0.669,-0.004,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91152.164,9.257,0.000,0.000,0.997,-9.773,0.106,-0.003,0.001,-0.006,0.000,0.000
26.726,0,0,0.017,-0.072,8.093,0.006,-0.065,12.608,-0.083,0.127,9.712,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.943,0.000,0.000,0.000,911.522,9.257,883.104,-0.423,9.650,0.131,1.090,-0.149,-0.088,0.110,0.000,0.000,0.000,-0.008,-0.669,-0.009,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91151.570,9.257,0.000,0.000,1.039,-9.804,-0.058,-0.019,0.014,0.009,0.000,0.000
26.827,0,0,0.015,-0.072,8.118,-0.009,-0.069,12.631,-0.138,-0.071,9.825,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.940,0.000,0.000,0.000,911.458,9.254,883.691,0.155,9.761,-0.076,1.125,0.121,-0.169,-0.053,0.000,0.000,0.000,-0.004,-0.671,-0.004,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91150.836,9.257,0.000,0.000,1.005,-9.712,-0.047,-0.010,-0.011,-0.007,0.000,0.000
26.928,0,0,0.013,-0.071,8.075,-0.005,-0.064,12.608,0.043,0.005,9.908,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.771,0.000,0.000,0.000,911.513,9.257,883.191,-0.327,9.863,0.037,0.942,-0.028,0.032,-0.033,0.000,0.000,0.000,-0.004,-0.671,-0.007,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91152.852,9.258,0.000,0.000,1.034,-9.730,-0.008,-0.012,0.006,0.005,0.000,0.000
27.029,0,0,0.011,-0.071,8.073,-0.004,-0.069,12.632,0.018,-0.083,10.043,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.705,0.000,0.000,0.000,911.485,9.255,883.442,-0.064,9.991,-0.136,1.014,-0.169,0.056,-0.013,0.000,0.000,0.000,-0.013,-0.670,-0.010,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91143.562,9.252,0.000,0.000,1.018,-9.678,-0.017,0.005,-0.006,0.002,0.000,0.000
27.130,0,0,0.010,-0.071,8.083,-0.003,-0.078,12.644,0.015,-0.122,9.854,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.910,0.000,0.000,0.000,911.478,9.255,883.507,0.008,9.807,-0.084,0.964,-0.070,-0.011,-0.225,0.000,0.000,0.000,-0.012,-0.671,-0.017,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91146.062,9.254,0.000,0.000,1.117,-9.842,-0.021,0.016,0.002,0.015,0.000,0.000
27.231,0,0,0.009,-0.071,8.121,-0.003,-0.079,12.667,0.009,-0.049,9.768,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.732,0.000,0.000,0.000,911.456,9.254,883.702,0.211,9.714,0.010,1.030,0.184,0.079,-0.053,0.000,0.000,0.000,-0.006,-0.668,-0.011,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91148.102,9.255,0.000,0.000,0.976,-9.813,-0.037,-0.006,0.005,0.008,0.000,0.000
27.332,0,0,0.008,-0.072,8.159,-0.002,-0.077,12.710,0.014,-0.021,9.982,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.115,0.000,0.000,0.000,911.451,9.253,883.752,0.233,9.921,-0.023,1.102,-0.018,0.069,0.039,0.000,0.000,0.000,-0.008,-0.666,-0.009,0.746,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91149.461,9.256,0.000,0.000,0.959,-9.731,0.034,-0.011,0.003,0.008,0.000,0.000
27.433,0,0,0.007,-0.071,8.172,0.001,-0.060,12.711,0.029,0.128,9.776,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.424,0.000,0.000,0.000,911.471,9.254,883.571,0.070,9.715,0.269,1.061,-0.136,0.015,-0.027,0.000,0.000,0.000,-0.008,-0.667,-0.019,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91155.422,9.259,0.000,0.000,0.973,-9.738,0.005,-0.013,0.006,-0.012,0.000,0.000
27.534,0,0,0.006,-0.070,8.195,0.003,-0.051,12.718,0.023,0.058,9.777,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.371,0.000,0.000,0.000,911.471,9.254,883.571,0.151,9.715,0.269,1.061,-0.136,0.015,-0.027,0.000,0.000,0.000,-0.009,-0.667,-0.027,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91155.422,9.259,0.000,0.000,0.973,-9.738,0.005,-0.013,0.006,-0.012,0.000,0.000
27.635,0,0,0.006,-0.068,8.197,-0.004,-0.060,12.718,-0.061,-0.127,9.860,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.349,0.000,0.000,0.000,911.486,9.255,883.435,0.018,9.806,-0.000,1.038,-0.140,-0.165,-0.064,0.000,0.000,0.000,-0.018,-0.671,-0.029,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91147.547,9.255,0.000,0.000,1.013,-9.628,0.084,0.007,-0.010,0.004,0.000,0.000
27.736,0,0,0.004,-0.067,8.201,-0.016,-0.058,12.712,-0.115,-0.012,9.776,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.733,0.000,0.000,0.000,911.487,9.255,883.421,0.045,9.722,0.073,1.031,-0.001,-0.177,0.016,0.000,0.000,0.000,-0.019,-0.673,-0.028,0.739,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91152.305,9.258,0.000,0.000,1.091,-9.704,0.079,0.010,0.019,0.004,0.000,0.000
27.837,0,0,0.002,-0.066,8.222,-0.019,-0.066,12.717,-0.028,-0.119,9.764,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.387,0.000,0.000,0.000,911.472,9.254,883.559,0.165,9.701,-0.165,1.098,0.013,0.145,0.019,0.000,0.000,0.000,-0.024,-0.667,-0.023,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91155.680,9.259,0.000,0.000,0.953,-9.706,0.033,-0.011,0.005,-0.004,0.000,0.000
27.938,0,0,0.001,-0.066,8.240,-0.013,-0.068,12.720,0.057,-0.056,9.764,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.338,0.000,0.000,0.000,911.472,9.254,883.559,0.161,9.701,-0.165,1.098,0.013,0.145,0.019,0.000,0.000,0.000,-0.026,-0.663,-0.020,0.748,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91155.680,9.259,0.000,0.000,0.953,-9.706,0.033,-0.011,0.005,-0.004,0.000,0.000
28.039,0,0,0.000,-0.066,8.206,0.004,-0.049,12.687,0.168,0.161,9.795,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.813,0.000,0.000,0.000,911.508,9.257,883.235,-0.186,9.756,0.141,0.893,-0.013,0.044,0.090,0.000,0.000,0.000,-0.023,-0.668,-0.023,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91140.344,9.250,0.000,0.000,1.060,-9.777,-0.087,-0.011,0.006,0.012,0.000,0.000
28.140,0,0,0.001,-0.063,8.215,0.011,-0.040,12.682,0.065,0.053,9.738,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.149,0.000,0.000,0.000,911.478,9.255,883.508,0.100,9.696,0.109,0.903,-0.082,-0.020,-0.034,0.000,0.000,0.000,-0.023,-0.671,-0.029,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91148.664,9.255,0.000,0.000,1.032,-9.800,0.030,-0.016,-0.000,-0.013,0.000,0.000
28.241,0,0,0.002,-0.061,8.285,0.008,-0.046,12.749,-0.022,-0.093,9.994,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.676,0.000,0.000,0.000,911.427,9.252,883.970,0.545,9.945,-0.013,0.993,-0.029,-0.025,-0.127,0.000,0.000,0.000,-0.023,-0.671,-0.031,0.740,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91138.711,9.249,0.000,0.000,0.953,-9.632,-0.016,0.009,-0.012,0.015,0.000,0.000
28.342,0,0,0.002,-0.060,8.292,0.013,-0.053,12.751,0.046,-0.100,9.866,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.617,0.000,0.000,0.000,911.472,9.254,883.564,0.122,9.818,-0.042,0.978,0.018,0.121,-0.069,0.000,0.000,0.000,-0.023,-0.669,-0.030,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91151.594,9.257,0.000,0.000,1.033,-9.769,-0.003,0.014,0.005,0.003,0.000,0.000
28.443,0,0,0.003,-0.059,8.274,0.004,-0.051,12.727,-0.088,-0.015,9.796,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.000,0.000,0.000,0.000,911.489,9.255,883.407,-0.042,9.733,0.062,1.109,0.046,-0.091,-0.047,0.000,0.000,0.000,-0.021,-0.669,-0.030,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91145.195,9.253,0.000,0.000,1.072,-9.696,0.080,-0.015,0.008,-0.004,0.000,0.000
28.544,0,0,0.003,-0.059,8.265,-0.001,-0.058,12.718,-0.050,-0.096,9.858,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.988,0.000,0.000,0.000,911.477,9.255,883.517,0.015,9.792,-0.192,1.125,0.068,0.010,0.085,0.000,0.000,0.000,-0.025,-0.667,-0.021,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91142.469,9.252,0.000,0.000,1.012,-9.738,0.075,-0.001,0.020,-0.008,0.000,0.000
28.645,0,0,0.003,-0.059,8.276,0.008,-0.067,12.710,0.091,-0.125,9.708,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.298,0.000,0.000,0.000,911.462,9.254,883.653,0.156,9.657,-0.092,0.997,-0.042,0.136,-0.248,0.000,0.000,0.000,-0.023,-0.666,-0.027,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91145.961,9.254,0.000,0.000,1.093,-9.830,-0.018,0.001,0.015,0.011,0.000,0.000
28.746,0,0,0.003,-0.060,8.247,0.011,-0.071,12.680,0.037,-0.069,9.779,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.487,0.000,0.000,0.000,911.488,9.255,883.415,-0.113,9.721,-0.150,1.056,-0.092,0.037,0.036,0.000,0.000,0.000,-0.030,-0.666,-0.027,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91156.117,9.260,0.000,0.000,1.090,-9.811,-0.037,0.008,0.016,0.013,0.000,0.000
28.847,0,0,0.004,-0.060,8.246,0.016,-0.068,12.673,0.046,-0.002,9.780,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.449,0.000,0.000,0.000,911.468,9.254,883.595,0.080,9.733,0.000,0.954,-0.109,-0.055,-0.095,0.000,0.000,0.000,-0.031,-0.669,-0.034,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91137.398,9.249,0.000,0.000,1.043,-9.776,-0.010,0.008,0.004,-0.008,0.000,0.000
28.948,0,0,0.006,-0.061,8.224,0.026,-0.062,12.670,0.105,0.028,9.974,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.864,0.000,0.000,0.000,911.481,9.255,883.476,-0.076,9.932,0.077,0.924,-0.235,0.106,-0.024,0.000,0.000,0.000,-0.037,-0.669,-0.044,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91141.523,9.251,0.000,0.000,1.017,-9.783,-0.051,-0.017,0.020,-0.017,0.000,0.000
29.049,0,0,0.008,-0.061,8.192,0.024,-0.064,12.658,-0.018,-0.047,9.968,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.894,0.000,0.000,0.000,911.494,9.256,883.359,-0.172,9.911,-0.112,1.059,-0.119,0.012,0.039,0.000,0.000,0.000,-0.045,-0.667,-0.045,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91151.805,9.257,0.000,0.000,1.018,-9.732,0.049,-0.003,-0.007,-0.004,0.000,0.000
29.150,0,0,0.009,-0.061,8.161,0.026,-0.060,12.641,0.032,0.007,9.884,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.031,0.000,0.000,0.000,911.495,9.256,883.355,-0.177,9.830,-0.165,1.017,-0.008,0.041,0.126,0.000,0.000,0.000,-0.049,-0.667,-0.041,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91155.039,9.259,0.000,0.000,1.053,-9.707,0.051,0.010,-0.008,-0.008,0.000,0.000
29.251,0,0,0.011,-0.060,8.130,0.030,-0.050,12.624,0.044,0.062,9.884,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.087,0.000,0.000,0.000,911.495,9.256,883.355,-0.204,9.830,-0.165,1.017,-0.008,0.041,0.126,0.000,0.000,0.000,-0.051,-0.666,-0.039,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91155.039,9.259,0.000,0.000,1.053,-9.707,0.051,0.010,-0.008,-0.008,0.000,0.000
29.352,0,0,0.013,-0.059,8.160,0.032,-0.047,12.638,0.024,-0.003,9.711,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.115,0.000,0.000,0.000,911.451,9.253,883.754,0.214,9.656,-0.108,1.024,-0.026,0.039,-0.127,0.000,0.000,0.000,-0.048,-0.666,-0.045,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91151.844,9.257,0.000,0.000,1.044,-9.783,0.060,0.018,0.010,-0.003,0.000,0.000
29.453,0,0,0.015,-0.057,8.173,0.042,-0.042,12.670,0.107,0.019,10.045,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.195,0.000,0.000,0.000,911.464,9.254,883.634,0.111,9.993,-0.066,1.023,0.006,0.146,0.019,0.000,0.000,0.000,-0.047,-0.665,-0.045,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91149.562,9.256,0.000,0.000,1.050,-9.730,-0.001,0.014,0.009,-0.004,0.000,0.000
29.554,0,0,0.017,-0.056,8.168,0.031,-0.039,12.659,-0.102,-0.000,9.759,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.437,0.000,0.000,0.000,911.479,9.255,883.496,-0.021,9.684,0.034,1.213,0.062,-0.084,-0.153,0.000,0.000,0.000,-0.040,-0.664,-0.048,0.745,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91146.031,9.254,0.000,0.000,1.051,-9.778,-0.077,-0.006,-0.008,-0.021,0.000,0.000
29.655,0,0,0.018,-0.054,8.200,0.026,-0.034,12.688,-0.035,0.030,9.883,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.548,0.000,0.000,0.000,911.447,9.253,883.784,0.245,9.810,0.120,1.191,0.284,-0.009,0.012,0.000,0.000,0.000,-0.029,-0.664,-0.039,0.746,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91147.102,9.254,0.000,0.000,1.083,-9.775,-0.103,-0.005,-0.001,0.004,0.000,0.000
29.756,0,0,0.019,-0.052,8.154,0.039,-0.034,12.649,0.132,-0.031,9.805,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.702,0.000,0.000,0.000,911.507,9.257,883.242,-0.297,9.760,-0.041,0.950,0.015,0.074,0.102,0.000,0.000,0.000,-0.032,-0.666,-0.034,0.744,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91155.234,9.259,0.000,0.000,1.123,-9.754,0.026,-0.024,-0.011,-0.003,0.000,0.000
29.857,0,0,0.021,-0.050,8.143,0.042,-0.028,12.638,0.043,0.031,9.796,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.344,0.000,0.000,0.000,911.482,9.255,883.471,-0.072,9.749,0.111,0.948,-0.029,-0.057,-0.070,0.000,0.000,0.000,-0.030,-0.670,-0.039,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91144.578,9.253,0.000,0.000,1.020,-9.696,0.078,0.002,0.002,0.007,0.000,0.000
29.958,0,0,0.022,-0.048,8.199,0.027,-0.027,12.667,-0.137,-0.015,9.679,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.786,0.000,0.000,0.000,911.429,9.252,883.946,0.412,9.617,-0.062,1.101,-0.122,-0.148,0.069,0.000,0.000,0.000,-0.038,-0.670,-0.039,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91150.758,9.257,0.000,0.000,1.035,-9.804,0.011,0.003,0.003,-0.004,0.000,0.000
30.059,0,0,0.022,-0.046,8.228,0.019,-0.031,12.693,-0.067,-0.066,9.878,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.736,0.000,0.000,0.000,911.446,9.253,883.794,0.248,9.817,0.001,1.108,0.131,0.002,-0.167,0.000,0.000,0.000,-0.030,-0.668,-0.039,0.743,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91152.070,9.257,0.000,0.000,1.008,-9.692,-0.053,0.014,0.025,0.007,0.000,0.000
30.160,0,0,0.022,-0.045,8.150,0.015,-0.039,12.623,-0.026,-0.098,9.736,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.092,0.000,0.000,0.000,911.530,9.258,883.030,-0.501,9.682,-0.091,1.026,-0.086,-0.041,-0.048,0.000,0.000,0.000,-0.035,-0.668,-0.040,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91154.281,9.259,0.000,0.000,1.133,-9.674,0.046,-0.001,-0.001,-0.001,0.000,0.000
30.261,0,0,0.021,-0.044,8.082,0.019,-0.023,12.572,0.050,0.132,9.803,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.956,0.000,0.000,0.000,911.534,9.258,883.001,-0.469,9.756,0.104,0.959,0.016,0.013,0.184,0.000,0.000,0.000,-0.036,-0.669,-0.037,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91150.664,9.257,0.000,0.000,1.017,-9.706,0.077,-0.009,0.007,-0.019,0.000,0.000
30.362,0,0,0.021,-0.041,8.091,0.029,-0.018,12.586,0.105,0.031,9.832,0.000,0.000,0.0116870,0.000,9144.000,0.000,5.822,0.000,0.000,0.000,911.474,9.255,883.542,0.053,9.787,0.055,0.937,-0.025,0.143,-0.007,0.000,0.000,0.000,-0.035,-0.668,-0.040,0.742,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91138.836,9.250,0.000,0.000,0.972,-9.771,-0.018,0.005,0.001,0.004,0.000,0.000
30.463,0,0,0.022,-0.039,8.070,0.028,-0.013,12.562,0.004,0.030,9.693,0.000,0.000,0.0116870,0.000,9144.000,0.000,6.056,0.000,0.000,0.000,911.495,9.256,883.347,-0.164,9.643,0.073,0.979,0.020,-0.044,0.002,0.000,0.000,0.000,-0.033,-0.670,-0.040,0.741,0.0000000,0.0000000,0.000,0.000,0.000,0.000,0,00:00:00,-1195,0.000,0.000,91164.727,9.265,0.000,0.000,1.082,-9.776,0.079,-0.002,0.006,0.002,0.000,0.000
