Time_ms_,GPSPosX,GPSPosY,GPSPosZ,IMUAccelX,IMUAccelY,IMUAccelZ,BarAltitude,BarAltitude2
764.829,0.062,0.002,-0.049,0.158,0.007,-9.797,-0.1,-0.092
764.929,0.059,-0.006,-0.05,0.158,0.093,-9.74,-0.082,0
765.029,0.056,-0.005,-0.05,0.151,0.172,-9.74,-0.015,0.117
765.129,0.064,-0.004,-0.054,0.294,0.115,-9.776,0,-0.376
765.229,0.05,-0.003,-0.05,0.266,0.136,-9.69,0.006,-0.359
765.329,0.057,-0.003,-0.032,0.201,0.144,-9.754,-0.039,-0.184
765.429,0.053,-0.002,-0.02,0.101,-0.05,-9.79,0.05,0.192
765.529,0.038,-0.01,-0.004,0.208,0.129,-9.711,0.249,0.142
765.629,0.044,-0.01,0.012,0.259,0.065,-9.762,0.114,-0.117
765.729,0.04,-0.011,0.022,0.101,0.251,-9.711,0.067,0.359
765.829,0.036,-0.012,0.035,0.208,0.172,-9.762,0.152,-0.125
765.929,0.031,-0.012,0.04,0.237,0.057,-9.754,0.146,0.334
766.029,0.027,-0.012,0.05,0.115,-0.007,-9.762,0.138,-0.35
766.129,0.032,-0.021,0.071,0.129,0.151,-9.776,0.253,-0.059
766.229,0.018,-0.012,0.077,0.165,0.23,-9.639,0.169,0.125
766.329,0.026,-0.012,0.076,0.151,0.215,-9.754,0.12,0.292
766.429,0.022,-0.012,0.079,0.151,0.136,-9.711,0.14,0.125
766.529,0.032,-0.01,0.079,0.201,0.129,-9.718,0.076,-0.326
766.629,0.019,-0.009,0.078,0.18,0.014,-9.769,0.005,0.409
766.729,0.017,-0.016,0.081,0.086,0.101,-9.74,-0.087,-0.251
766.829,0.027,-0.014,0.082,0.251,0.057,-9.711,-0.091,0.259
766.929,0.026,-0.013,0.076,0.266,0.122,-9.762,-0.116,-0.175
767.029,0.024,-0.012,0.066,0.151,0.072,-9.833,-0.001,0.05
767.129,0.034,-0.01,0.048,0.215,0.136,-9.747,-0.084,-0.05
767.229,0.033,-0.01,0.039,0.165,-0.014,-9.711,-0.12,-0.251
767.329,0.021,-0.009,0.032,0.122,0.086,-9.704,-0.116,-0.2
767.429,0.02,-0.008,0.027,0.158,0.065,-9.855,-0.224,-0.342
767.529,0.017,-0.008,0.029,0.309,0.23,-9.668,-0.142,0.134
767.629,0.016,-0.008,0.036,0.18,0.165,-9.783,-0.244,0.176
767.729,0.003,-0.007,0.044,0.251,0.136,-9.783,-0.128,0.067
767.829,0.001,-0.006,0.047,0.115,0.115,-9.74,-0.236,0.192
767.929,-0.001,-0.005,0.055,0.136,0.072,-9.704,-0.21,0.234
768.029,-0.014,-0.004,0.065,0.18,0.201,-9.647,-0.309,0.025
768.129,-0.017,-0.004,0.064,0.129,0.194,-9.69,-0.184,0.017
768.229,-0.02,-0.003,0.065,0.294,0.151,-9.733,0.028,0.125
768.329,-0.021,-0.003,0.073,0.187,0.165,-9.718,-0.073,0.075
768.429,-0.033,-0.002,0.079,0.215,0.144,-9.776,-0.078,0.109
768.529,-0.033,-0.001,0.077,0.165,0.122,-9.754,-0.082,0.142
768.629,-0.046,0.009,0.084,0.172,0.165,-9.711,-0.068,-0.259
768.729,-0.046,0.009,0.073,0.144,0.136,-9.826,-0.047,0.05
768.829,-0.044,0.009,0.071,0.086,0.129,-9.762,0.08,-0.275
768.929,-0.054,0.009,0.067,0.187,0.158,-9.639,0.03,0.025
769.029,-0.052,0.009,0.063,0.108,0.151,-9.769,-0.064,-0.309
769.129,-0.049,0.009,0.062,0.115,0.201,-9.762,0.034,-0.067
769.229,-0.057,0.009,0.056,0.23,0.144,-9.747,0.041,-0.1
769.329,-0.054,0.009,0.049,0.208,0.122,-9.682,0.111,-0.033
769.429,-0.051,0.009,0.047,0.223,0.093,-9.754,0.07,-1.152
769.529,-0.048,0,0.045,0.223,0.172,-9.697,0.08,0.434
769.629,-0.043,0.008,0.038,0.115,0.093,-9.747,0.141,-0.601
769.729,-0.051,-0.002,0.043,0.122,0.144,-9.769,-0.03,-0.267
769.829,-0.048,-0.003,0.036,0.172,0.136,-9.747,-0.082,-0.134
769.929,-0.043,-0.003,0.038,0.086,0.201,-9.647,0.19,0.635
770.029,-0.051,-0.004,0.04,0.23,0.23,-9.797,0.118,0.167
770.129,-0.048,-0.005,0.036,0.079,0.079,-9.711,0.069,0.175
770.229,-0.043,-0.006,0.037,0.187,0.093,-9.783,0.025,-0.225
770.329,-0.039,-0.007,0.041,0.165,0.079,-9.747,0.312,0.359
770.429,-0.047,-0.008,0.039,0.244,0.108,-9.797,0.434,0.718
770.529,-0.032,-0.008,0.038,0.165,0.101,-9.647,0.467,0.092
770.629,-0.03,-0.016,0.04,0.23,0.072,-9.754,0.211,0.534
770.729,-0.027,-0.016,0.046,0.151,0.108,-9.783,0.386,0.058
770.829,-0.023,-0.015,0.049,0.208,0.266,-9.675,0.358,0.209
770.929,-0.021,-0.014,0.054,0.022,0.086,-9.783,0.349,0.234
771.029,-0.018,-0.013,0.056,0.208,0.208,-9.776,0.226,0.526
771.129,-0.014,-0.003,0.06,0.05,0.136,-9.726,0.206,0.175
771.229,-0.001,-0.003,0.068,0.201,0.115,-9.776,0.21,-0.217
771.329,0.001,-0.002,0.067,0.122,0.215,-9.675,0.187,0.593
771.429,0.004,-0.001,0.07,0.014,0.108,-9.675,0.056,0.017
771.529,0.007,-0.001,0.072,0.294,0.086,-9.762,-0.103,0.325
771.629,0.009,0.001,0.081,0.172,0.036,-9.833,-0.106,-0.517
771.729,0.01,0.002,0.077,0.151,0.158,-9.733,-0.224,-0.192
771.829,0.011,0.003,0.086,0.259,0.093,-9.697,-0.3,-0.793
771.929,0.012,0.003,0.094,0.18,0.151,-9.769,-0.413,-0.326
772.029,0.012,0.004,0.093,0.208,0.158,-9.769,-0.423,-0.943
772.129,0.012,0.004,0.101,0.187,0.05,-9.747,-0.427,-0.442
772.229,0.011,0.004,0.108,0.129,0.101,-9.776,-0.431,-0.609
772.329,0.021,0.004,0.107,0.101,0.151,-9.711,-0.422,-0.551
772.429,0.019,0.004,0.095,0.309,0.079,-9.762,-0.385,0.158
772.529,0.029,0.004,0.086,0.244,0.129,-9.776,-0.353,0.284
772.629,0.039,0.003,0.074,0.273,0.187,-9.647,-0.303,-0.392
772.729,0.038,0.003,0.064,0.101,0.086,-9.726,-0.277,-0.15
772.829,0.048,0.002,0.049,0.237,0.086,-9.769,-0.276,-0.251
772.929,0.047,0.001,0.058,0.108,0.043,-9.733,-0.252,0.284
773.029,0.046,0.009,0.072,0.201,0.101,-9.776,-0.198,0.075
773.129,0.044,0.009,0.078,0.215,0.086,-9.826,-0.171,0.033
773.229,0.044,0.009,0.079,0.144,0.151,-9.69,-0.184,-0.117
773.329,0.043,0.009,0.079,0.151,0.086,-9.711,-0.142,0.81
773.429,0.042,0.017,0.086,0.122,0.136,-9.726,-0.094,-0.209
773.529,0.04,0.017,0.101,0.072,0.18,-9.726,-0.025,-0.05
773.629,0.037,0.017,0.103,0.208,0.172,-9.697,0.021,0.776
773.729,0.033,0.017,0.109,0.215,0.172,-9.711,0.039,0.609
773.829,0.029,0.017,0.13,0.129,0.007,-9.826,0.327,0.317
773.929,0.024,0.017,0.123,0.201,0.072,-9.733,0.091,0.601
774.029,0.02,0.016,0.132,0.129,0.201,-9.769,0.055,0.526
774.129,0.016,0.016,0.133,0.115,0.122,-9.776,0.089,-0.242
774.229,0.011,0.015,0.141,0.215,0.144,-9.776,0.128,0.242
774.329,0.008,0.014,0.146,0.165,0.057,-9.762,0.127,-0.017
774.429,0.004,0.012,0.14,0.208,0.136,-9.769,0.064,-0.109
774.529,0.002,0.01,0.136,0.144,0.115,-9.711,0.146,-0.2
774.629,-0.01,0.009,0.131,0.158,0.144,-9.733,0.135,-0.201
774.729,-0.011,0.007,0.118,0.23,0.086,-9.733,0.105,-0.409
774.829,-0.011,0.005,0.111,0.266,0.18,-9.718,0.052,-0.609
774.929,-0.011,0.003,0.104,0.208,0.151,-9.704,0.023,0.208
775.029,-0.011,0.003,0.089,0.122,0.136,-9.697,0.062,-0.008
775.129,-0.011,0.002,0.079,0.223,0.115,-9.754,0.062,-0.492
775.229,-0.011,0.01,0.06,0.136,0.108,-9.726,-0.035,-0.125
775.329,-0.022,0.009,0.047,0.208,0.244,-9.704,0.099,-0.159
775.429,-0.022,0.009,0.044,0.172,0.101,-9.632,-0.028,-0.109
775.529,-0.022,0.009,0.037,0.201,0.043,-9.726,-0.049,-0.276
775.629,-0.021,0.009,0.04,0.187,0.237,-9.69,0.084,0.384
775.729,-0.031,0.017,0.036,0.122,0.122,-9.647,0.072,-0.042
775.829,-0.03,0.017,0.034,0.201,0.172,-9.769,0.119,-0.059
775.929,-0.029,0.017,0.035,0.165,0.036,-9.733,-0.095,-0.543
776.029,-0.028,0.017,0.042,0.172,0.122,-9.754,-0.148,-0.175
776.129,-0.027,0.026,0.039,0.194,0.115,-9.733,-0.058,0.167
776.229,-0.037,0.025,0.043,0.28,0.194,-9.797,-0.051,-0.401
776.329,-0.034,0.024,0.052,0.244,0.172,-9.69,-0.052,0.276
776.429,-0.032,0.023,0.058,0.129,0.093,-9.754,-0.146,-0.576
776.529,-0.03,0.022,0.067,0.201,0.136,-9.726,-0.051,0.409
776.629,-0.04,0.022,0.071,0.057,0.093,-9.69,-0.077,-0.91
776.729,-0.038,0.02,0.086,0.108,0.151,-9.74,-0.119,-0.442
776.829,-0.036,0.027,0.092,0.129,0.086,-9.747,-0.112,-0.484
776.929,-0.033,0.025,0.087,0.172,0.18,-9.718,-0.073,-0.059
777.029,-0.031,0.023,0.088,0.151,0.201,-9.711,-0.122,-0.017
777.129,-0.04,0.021,0.094,0.158,0.129,-9.74,-0.104,-0.225
777.229,-0.037,0.028,0.097,0.165,0.151,-9.697,-0.044,-0.084
777.329,-0.034,0.026,0.095,0.115,0.151,-9.697,-0.033,0.15
777.429,-0.032,0.024,0.097,0.158,0.194,-9.762,-0.069,-0.108
777.529,-0.03,0.031,0.099,0.259,0.057,-9.797,-0.059,-0.568
777.629,-0.038,0.029,0.103,0.237,0.151,-9.776,-0.063,-0.008
777.729,-0.047,0.037,0.11,0.201,0.065,-9.776,-0.065,-0.134
777.829,-0.044,0.044,0.111,0.165,0.151,-9.69,-0.081,0.234
777.929,-0.042,0.042,0.105,0.259,0.115,-9.747,0.05,-0.651
778.029,-0.051,0.041,0.107,0.208,0.115,-9.769,-0.011,0.25
778.129,-0.048,0.048,0.111,0.208,0.101,-9.718,-0.006,0.034
778.229,-0.046,0.047,0.104,0.18,0.108,-9.69,0.025,0
778.329,-0.054,0.054,0.103,0.129,0.029,-9.769,0.092,0.51
778.429,-0.063,0.052,0.095,0.151,0.172,-9.733,0.059,0.384
778.529,-0.061,0.049,0.086,0.244,0.108,-9.704,-0.024,0.15
778.629,-0.059,0.047,0.085,0.115,0.194,-9.733,0.015,0.083
778.729,-0.067,0.052,0.086,0.251,0.129,-9.747,0.021,0.501
778.829,-0.063,0.048,0.083,0.215,0.086,-9.668,0.1,-0.2
778.929,-0.06,0.054,0.079,0.093,0.05,-9.769,0.122,0.468
779.029,-0.067,0.05,0.077,1.156,13.748,-17.411,0.065,0.793
779.129,-0.063,0.046,0.076,2.916,-0.215,-44.246,0.248,0.459
779.229,-0.071,0.06,0.024,-2.241,0.718,-45.446,0.866,0.718
779.329,-0.133,0.003,-0.068,2.722,1.516,-44.426,1.958,3.123
779.429,-0.205,-0.035,0.323,-1.128,6.472,-43.162,3.12,3.165
779.529,-0.189,-0.004,1.39,-3.807,-4.525,-47.084,5.474,5.87
779.629,-0.173,0.027,2.84,-0.625,2.37,-44.124,6.559,7.784
779.729,-0.158,0.067,4.68,0.532,0.374,-49.511,8.958,9.722
779.829,-0.12,0.107,6.886,-0.625,-1.042,-47.982,10.078,10.925
779.929,-0.087,0.168,9.518,0.33,-1.494,-50.424,12.988,14.938
780.029,-0.042,0.228,12.596,-0.445,0.287,-49.705,17.249,17.698
780.129,0.002,0.306,16.044,-0.826,-0.833,-48.542,19.712,21.963
780.229,0.047,0.384,19.967,-0.381,-0.646,-51.666,24.909,26.398
780.329,0.058,0.453,24.29,-0.266,0.18,-53.39,27.967,31.003
780.429,0.047,0.514,29.051,-0.223,-0.223,-53.354,34.254,36.112
780.529,-0.009,0.54,34.25,0.963,-0.912,-53.749,37.721,41.643
780.629,-0.12,0.531,39.887,0.381,-0.488,-54.087,45.599,47.847
780.729,-0.275,0.479,45.922,1.975,-1.444,-55.452,49.562,54.139
780.829,-0.475,0.384,52.384,-0.029,-0.201,-54.791,58.273,60.771
780.929,-0.742,0.211,59.291,-0.33,-0.532,-54.597,62.879,67.827
781.029,-1.052,-0.014,66.619,0.05,-0.675,-54.884,72.76,75.814
781.129,-1.43,-0.291,74.391,0.51,-1.042,-54.834,77.952,83.974
781.229,-1.83,-0.637,82.624,-0.079,0.115,-55.128,89.294,92.815
781.329,-2.263,-1.052,91.317,-0.079,0.294,-54.726,95.088,103.097
781.429,-2.729,-1.528,100.414,0.022,0.661,-54.848,108.07,112.714
781.529,-3.228,-2.082,109.993,-0.524,0.611,-53.886,114.804,122.17
781.629,-3.739,-2.705,119.958,-0.51,0.783,-53.419,127.778,132.904
781.729,-4.283,-3.406,130.396,-0.869,-0.56,-53.476,134.806,143.987
781.829,-4.849,-4.184,141.257,0.567,0.122,-51.875,149.317,155.082
781.929,-5.471,-5.032,152.54,-0.481,-0.539,-51.12,156.951,169.838
782.029,-6.115,-5.95,164.207,2.248,1.551,-51.846,175.201,181.81
782.129,-6.803,-6.936,176.321,1.343,-0.603,-47.996,183.073,194.733
782.229,-7.525,-7.974,188.85,0.84,0.057,-46.444,200.168,207.841
782.329,-8.291,-9.064,201.771,1.286,0.022,-45.669,217.99,221.307
782.429,-9.079,-10.207,214.999,-0.445,0.036,-43.564,226.708,234.791
782.529,-9.912,-11.409,228.559,-0.237,-1.185,-41.725,245.537,250.174
782.629,-10.789,-12.724,242.639,-0.596,0.445,-40.073,255.212,264.894
782.729,-11.699,-14.1,256.98,-0.603,-0.302,-39.491,274.848,279.464
782.829,-12.643,-15.545,271.557,0.151,-2.313,-37.416,284.266,293.282
782.929,-13.62,-17.059,286.382,0.876,-1.602,-35.785,303.471,308.838
783.029,-14.641,-18.626,301.448,0.819,0.797,-34.04,314.194,325.02
783.129,-15.684,-20.235,316.747,-1.121,-1.085,-32.797,335.296,340.366
783.229,-16.761,-21.905,332.393,0.323,0.057,-31.087,345.308,356.425
783.329,-17.849,-23.627,348.236,-1.322,0.402,-30.721,365.774,372.682
783.429,-18.959,-25.418,364.352,-1.465,-1.508,-28.028,376.342,387.578
783.529,-20.092,-27.252,380.641,0,-0.266,-27.905,397.297,405.361
783.629,-21.246,-29.112,397.151,0.431,0.323,-24.529,408.412,421.087
783.729,-22.412,-31.025,413.819,-1.257,-1.027,-24.407,430.347,438.23
783.829,-23.589,-32.98,430.655,-1.142,-0.948,-22.921,441.295,454.269
783.929,-24.799,-34.97,447.611,-0.639,-0.797,-22.109,463.607,471.992
784.029,-26.031,-36.995,464.7,-1.745,-0.18,-22.583,474.882,489.571
784.129,-27.275,-39.054,481.927,1.027,-2.895,-20.486,496.871,505.25
784.229,-28.54,-41.148,499.324,0.029,0.007,-13.425,507.55,522.271
784.329,-29.806,-43.285,516.789,-1.2,-0.891,-8.519,529.759,538.265
784.429,-31.094,-45.423,534.437,0.625,-2.061,-5.143,551.576,555.165
784.529,-32.359,-47.594,552.174,0.711,1.113,-0.632,562.782,572.798
784.629,-33.636,-49.775,569.87,-1.221,0.122,3.074,586.091,590.992
784.729,-34.902,-51.947,587.424,0.309,-0.438,4.231,600.462,612.407
784.829,-36.167,-54.118,604.855,0.575,-1.731,4.41,625.294,631.382
784.929,-37.422,-56.282,622.129,-2.306,-0.496,6.278,637.33,648.347
785.029,-38.654,-58.436,639.245,0.345,0.323,5.265,659.497,664.449
785.129,-39.886,-60.573,656.156,-0.84,-1.429,5.653,669.727,678.972
785.229,-41.096,-62.702,672.898,-1.006,0.165,5.825,691.453,697.713
785.329,-42.295,-64.804,689.482,-0.84,-0.919,5.832,703.068,714.072
785.429,-43.494,-66.898,705.874,1.429,-0.438,5.416,725.005,731.713
785.529,-44.693,-68.984,722.086,0.359,0.158,4.949,735.996,743.19
785.629,-45.892,-71.06,738.154,0.338,-0.618,5.567,754.64,761.78
785.729,-47.069,-73.137,754.121,-0.395,-0.603,5.107,765.781,777.072
785.829,-48.257,-75.187,769.828,-0.934,-0.984,4.999,786.15,792.387
785.929,-49.423,-77.238,785.42,-0.804,0.345,4.511,796.642,808.085
786.029,-50.599,-79.28,800.898,0.589,-0.065,4.755,816.867,824.08
786.129,-51.765,-81.314,816.246,-0.194,0.532,4.856,826.723,838.197
786.229,-52.931,-83.33,831.45,-0.108,0.582,4.705,846.572,852.969
786.329,-54.074,-85.337,846.509,-0.812,-0.79,4.417,856.497,868.126
786.429,-55.218,-87.344,861.451,0.144,-0.244,4.554,875.899,882.759
786.529,-56.35,-89.334,876.228,-0.122,-0.007,4.927,885.351,897.231
786.629,-57.482,-91.316,890.832,0.776,-0.97,4.231,904.792,911.086
786.729,-58.626,-93.289,905.259,0.28,0.036,4.734,913.723,926.147
786.829,-59.758,-95.244,919.536,-0.567,0.28,4.597,932.523,939.309
786.929,-60.902,-97.191,933.683,-0.201,-0.165,3.958,950.92,952.763
787.029,-62.045,-99.146,947.688,-0.654,0.345,4.475,960.046,967.427
787.129,-63.166,-101.093,961.553,-0.158,0.33,3.857,978.121,981.561
787.229,-64.277,-103.032,975.286,-0.029,0.108,4.597,987.076,994.703
787.329,-65.376,-104.961,988.896,0.101,-1.207,3.275,1004.769,1007.954
787.429,-66.486,-106.899,1002.367,-0.661,-0.273,3.024,1013.515,1021.13
787.529,-67.574,-108.82,1015.694,-0.273,-0.991,3.239,1030.802,1034.139
787.629,-68.673,-110.741,1028.91,-0.036,0.316,4.403,1039.402,1048.366
787.729,-69.794,-112.645,1042.004,-0.488,-1.415,3.081,1056.674,1060.114
787.829,-70.904,-114.548,1054.928,-0.409,-0.919,3.204,1064.918,1073.172
787.929,-72.003,-116.443,1067.723,-0.46,0.151,3.936,1081.55,1085.32
788.029,-73.103,-118.329,1080.427,0.345,-0.582,3.182,1089.656,1097.946
788.129,-74.168,-120.233,1092.939,-0.819,-0.244,3.362,1106.022,1109.752
788.229,-75.245,-122.11,1105.335,-0.611,0.101,3.778,1113.98,1121.943
788.329,-76.333,-123.988,1117.605,-0.661,1.042,3.39,1129.841,1134.15
788.429,-77.41,-125.866,1129.721,-0.309,-0.381,3.304,1137.492,1145.904
788.529,-78.487,-127.717,1141.711,-0.136,-1.042,3.189,1153.402,1157.111
788.629,-79.564,-129.569,1153.561,0,-0.122,3.002,1160.893,1169.547
788.729,-80.618,-131.438,1165.249,-0.172,-0.445,2.787,1176.304,1181.248
788.829,-81.706,-133.298,1176.848,0.022,0.316,2.765,1183.747,1192.401
788.929,-82.783,-135.141,1188.317,-0.014,0.287,2.938,1198.827,1203.848
789.029,-83.86,-136.976,1199.665,-0.079,-0.151,2.801,1206.271,1214.931
789.129,-84.948,-138.819,1210.873,-0.072,-0.496,2.507,1220.601,1225.651
789.229,-86.014,-140.644,1221.957,0.259,-0.072,2.643,1234.952,1235.91
789.329,-87.102,-142.47,1232.918,-0.136,-0.007,2.413,1242.168,1247.029
789.429,-88.19,-144.296,1243.779,0.115,-0.539,2.306,1256.018,1257.782
789.529,-89.267,-146.113,1254.503,-0.294,-0.33,2.313,1262.933,1268.075
789.629,-90.355,-147.93,1265.097,-0.474,-0.294,2.514,1276.296,1278.662
789.729,-91.443,-149.738,1275.557,0.194,0,2.449,1283.428,1288.692
789.829,-92.53,-151.538,1285.89,-0.151,0.266,2.464,1296.855,1298.732
789.929,-93.618,-153.338,1296.095,-0.438,0.402,2.026,1303.359,1309.161
790.029,-94.718,-155.137,1306.184,-0.33,0.036,2.334,1316.097,1317.986
790.129,-95.817,-156.937,1316.146,0.086,-0.259,2.564,1322.661,1327.961
790.229,-96.927,-158.728,1325.984,0.079,-0.481,2.047,1335.227,1337.659
790.329,-98.037,-160.511,1335.734,0.316,-0.589,1.889,1341.546,1347.081
790.429,-99.136,-162.293,1345.364,0.079,-0.417,2.112,1354.016,1356.131
790.529,-100.246,-164.058,1354.882,0.115,0.215,2.14,1360.108,1365.952
790.629,-101.345,-165.823,1364.282,0.036,-0.136,1.853,1372.259,1374.446
790.729,-102.444,-167.571,1373.575,-0.33,0.079,1.753,1378.187,1383.998
790.829,-103.554,-169.328,1382.742,-0.338,-0.23,1.99,1389.908,1393.559
790.929,-104.665,-171.075,1391.795,0.065,0.093,1.745,1395.861,1401.885
791.029,-105.786,-172.823,1400.738,-0.273,-0.366,1.982,1407.295,1410.313
791.129,-106.918,-174.571,1409.567,0.172,-0.28,1.896,1413.009,1418.844
791.229,-108.04,-176.319,1418.288,-0.093,0.23,1.832,1424.161,1427.19
791.329,-109.161,-178.049,1426.896,-0.359,-0.029,1.573,1429.74,1436.505
791.429,-110.293,-179.789,1435.391,-0.079,0.23,1.832,1440.711,1444.097
791.529,-111.426,-181.51,1443.785,-0.244,-0.136,1.645,1451.228,1451.213
791.629,-112.558,-183.224,1452.055,-0.101,0.345,1.631,1456.483,1459.779
791.729,-113.69,-184.946,1460.23,0.036,-0.208,1.796,1466.929,1467.775
791.829,-114.823,-186.641,1468.302,-0.122,0.007,1.121,1471.996,1474.812
791.929,-115.955,-188.346,1476.229,-0.158,0.302,1.551,1482.221,1482.626
792.029,-117.087,-190.016,1484.06,-0.115,-0.093,1.185,1487.196,1490.542
792.129,-118.22,-191.695,1491.784,-0.144,-0.072,1.437,1497.093,1497.789
792.229,-119.363,-193.364,1499.388,-0.158,0.172,1.386,1501.961,1504.751
792.329,-120.496,-195.034,1506.875,-0.029,-0.136,1.279,1511.51,1512.104
792.429,-121.639,-196.696,1514.274,-0.093,-0.194,1.329,1516.209,1520.237
792.529,-122.783,-198.348,1521.559,-0.251,-0.065,1.3,1525.573,1527.021
792.629,-123.926,-199.992,1528.751,0.086,-0.029,1.365,1530.147,1533.323
792.729,-125.058,-201.645,1535.824,-0.294,0.244,1.092,1539.094,1540.309
792.829,-126.191,-203.298,1542.781,-0.022,-0.065,1.178,1543.487,1547.495
792.929,-127.334,-204.95,1549.65,-0.022,0.029,1.314,1552.323,1553.81
793.029,-128.478,-206.586,1556.395,-0.036,-0.043,1.156,1556.619,1560.032
793.129,-129.632,-208.212,1563.059,0.072,0.201,1.128,1565.164,1566.94
793.229,-130.787,-209.839,1569.627,0.072,0.043,0.783,1569.284,1573.56
793.329,-131.942,-211.466,1576.073,-0.108,0.122,0.776,1577.493,1579.307
793.429,-133.096,-213.084,1582.433,-0.144,-0.057,0.977,1581.5,1585.545
793.529,-134.262,-214.693,1588.68,0.223,-0.18,1.013,1589.424,1591.885
793.629,-135.416,-216.294,1594.804,0,-0.007,0.898,1593.314,1596.569
