Time_ms_,GPSPosX,GPSPosY,GPSPosZ,IMUAccelX,IMUAccelY,IMUAccelZ,BarAltitude,BarAltitude2
845.829,-717.523,168.037,682.778,4.791,-6.242,4.978,685.71,685.215
845.929,-717.978,169.239,680.051,-8.21,-8.505,7.377,686.607,683.163
846.029,-718.378,170.39,677.416,-7.908,-9.92,5.193,683.672,679.151
846.129,-718.755,171.601,674.788,-14.811,-8.95,6.436,680.087,674.515
846.229,-719.089,172.891,672.212,-9.101,-1.314,6.242,674.524,670.238
846.329,-719.411,174.249,669.709,2.076,2.773,6.709,672.078,669.436
846.429,-719.821,175.59,667.156,7.255,2.342,7.341,667.622,665.339
846.529,-720.265,176.949,664.527,5.66,-2.844,11.701,663.346,661.245
846.629,-720.754,178.212,661.815,-3.613,-10.336,10.695,661.897,661.511
846.729,-721.276,179.38,659.145,-5.703,-9.603,8.742,660.988,657.774
846.829,-721.753,180.548,656.526,-1.602,-9.223,7.441,657.487,655.728
846.929,-722.186,181.777,653.986,6.601,-7.147,4.001,653.226,650.391
847.029,-722.574,183.075,651.465,10.932,-5.567,7.118,650.016,645.147
847.129,-722.919,184.364,648.908,10.552,-5.301,7.19,644.481,642.037
847.229,-723.207,185.593,646.339,6.371,2.205,3.024,641.899,637.596
847.329,-723.44,186.735,643.816,0.819,10.329,7.427,639.045,637.685
847.429,-723.685,187.842,641.252,2.737,10.609,6.694,638.862,635.909
847.529,-723.951,188.976,638.648,6.07,11.543,8.54,635.162,633.423
847.629,-724.251,190.144,636.028,-0.445,8.339,7.485,634.825,633.512
847.729,-724.595,191.347,633.502,-0.165,7.089,8.526,634.187,632.891
847.829,-724.939,192.593,631.037,-3.721,4.504,9.726,632.976,630.761
847.929,-725.206,193.856,628.538,-3.469,9.884,10.351,630.331,627.655
848.029,-725.394,195.119,626.032,-4.798,9.726,11.306,629.411,626.59
848.129,-725.55,196.4,623.567,-5.466,4.734,9.69,626.439,624.107
848.229,-725.716,197.663,621.076,-7.801,5.416,9.999,624.64,621.447
848.329,-725.838,198.883,618.619,-5.423,5.258,10.43,620.773,617.546
848.429,-725.894,200.077,616.151,-2.729,3.29,10.825,618.065,614.091
848.529,-725.894,201.263,613.715,2.349,2.729,10.939,613.339,609.042
848.629,-725.849,202.396,611.303,-1.092,4.288,8.124,610.398,605.854
848.729,-725.794,203.478,608.886,2.421,5.919,5.179,604.893,599.836
848.829,-725.727,204.551,606.438,9.158,8.382,3.577,600.996,596.917
848.929,-725.639,205.597,604.015,18.122,10.451,4.331,596.548,596.121
849.029,-725.583,206.662,601.578,13.073,18.798,-1.824,602.858,603.198
849.129,-725.639,207.7,599.214,-3.785,14.919,-6.716,605.135,600.455
849.229,-725.816,208.773,596.86,-5.639,-6.565,-5.689,599.448,595.059
849.329,-726.094,209.924,594.648,9.273,-19.616,5.2,595.797,594.175
849.429,-726.371,211.196,592.344,15.45,-17.124,7.549,594.21,592.937
849.529,-726.627,212.442,589.87,12.951,-11.6,3.793,593.319,588.517
849.629,-726.782,213.454,587.489,4.152,-13.252,2.729,588.611,586.927
849.729,-726.782,214.311,585.199,-6.199,-10.559,-0.086,587.719,584.1
849.829,-726.704,215.159,582.915,-13.726,-5.301,4.303,584.98,579.948
849.929,-726.527,216.11,580.624,-10.257,-3.577,5.524,581.979,580.479
850.029,-726.349,217.183,578.28,-15.177,-2.14,7.406,580.209,580.832
850.129,-726.338,218.204,575.993,-7.765,-6.019,6.896,579.542,575.622
850.229,-726.405,219.139,573.706,-2.564,-7.592,6.278,576.006,574.74
850.329,-726.504,220.021,571.504,4.137,-6.781,7.312,576.24,574.74
850.429,-726.582,220.921,569.322,5.021,-3.239,7.628,574.578,575.799
850.529,-726.693,221.847,567.14,4.08,-1.659,8.404,574.25,569.093
850.629,-726.882,222.782,565.016,3.807,0.955,6.113,568.716,561.862
850.729,-727.082,223.716,562.928,4.583,5.703,5.215,561.742,557.015
850.829,-727.293,224.616,560.671,7.837,6.673,4.058,556.961,552.258
850.929,-727.481,225.498,558.392,7.757,8.756,3.261,552.706,549.001
851.029,-727.637,226.39,556.123,7.693,10.408,2.291,548.773,545.479
851.129,-727.726,227.324,553.876,2.334,12.153,1.286,545.802,545.391
851.229,-727.759,228.311,551.659,-5.265,8.914,0.955,547.394,547.24
851.329,-727.748,229.349,549.479,-3.369,4.611,2.277,547.173,546.447
851.429,-727.692,230.361,547.228,-6.4,-4.619,7.571,547.025,540.904
851.529,-727.581,231.322,544.912,-5.164,-9.388,8.332,542.017,540.024
851.629,-727.481,232.221,542.559,-4.238,-1.257,6.271,540.377,537.474
851.729,-727.459,233.026,540.122,-0.086,6.371,5.33,536.114,534.221
851.829,-727.504,233.77,537.673,-0.366,14.912,7.384,534.358,529.562
851.929,-727.504,234.54,535.209,-0.029,11.967,2.708,529.529,527.454
852.029,-727.404,235.362,532.785,5.926,17.016,5.301,527.911,525.785
852.129,-727.204,236.219,530.335,9.611,4.963,5.524,525.205,522.974
852.229,-726.971,237.153,527.82,8.296,4.54,8.009,522.938,520.515
852.329,-726.76,238.114,525.354,3.965,-1.365,7.47,520.389,519.023
852.429,-726.604,239.074,522.918,3.484,0.144,5.947,519.221,517.882
852.529,-726.504,240,520.468,-0.776,0.876,3.153,519.244,516.39
852.629,-726.371,240.891,518.04,-4.36,3.67,4.281,518.055,515.688
852.729,-726.205,241.739,515.498,-7.269,-1.659,8.188,517.23,513.319
852.829,-726.027,242.613,512.912,0.711,-4.116,8.512,514.108,510.687
852.929,-725.861,243.522,510.347,3.599,0.46,9.783,507.474,502.971
853.029,-725.639,244.456,507.756,0.101,8.418,11.076,503.804,500.956
853.129,-725.372,245.347,505.132,-4.676,3.577,10.674,502.139,504.198
853.229,-725.095,246.143,502.467,-5.43,-4.59,11.112,503.984,502.621
853.329,-724.873,246.896,499.786,-3.096,-9.848,10.135,503.888,501.657
853.429,-724.695,247.675,497.163,-2.413,-10.236,10.221,500.401,497.626
853.529,-724.451,248.523,494.51,-2.306,-7.844,10.487,500.849,496.926
853.629,-724.229,249.345,491.995,1.566,-3.943,11.758,494.095,492.109
853.729,-724.051,250.184,489.527,5.129,-5.43,10.286,493.25,491.934
853.829,-723.907,250.963,487.102,3.283,-6.903,8.296,491.756,487.645
853.929,-723.729,251.69,484.658,3.196,-13.145,9.137,489.012,484.932
854.029,-723.54,252.408,482.283,-0.05,-10.027,6.472,483.396,482.046
854.129,-723.285,253.126,479.923,-2.442,-3.182,0.287,483.733,479.947
854.229,-723.007,253.888,477.506,-13.303,-0.596,0.467,479.686,476.799
854.329,-722.708,254.675,475.083,-20.665,4.374,1.631,477.932,472.341
854.429,-722.43,255.48,472.609,-11.78,8.239,-0.532,473.332,470.594
854.529,-722.297,256.336,470.11,-5.028,4.741,-0.567,470.381,470.332
854.629,-722.375,257.15,467.686,-2.227,0.675,2.255,467.59,465.964
854.729,-722.663,257.894,465.354,-11.665,-5.919,5.962,466.467,465.353
854.829,-722.874,258.733,463.041,-13.489,-2.816,6.084,463.622,460.638
854.929,-722.919,259.702,460.584,-5.416,-1.343,5.588,461.012,456.799
855.029,-722.896,260.55,458.153,13.224,-14.804,10.171,454.356,452.96
855.129,-722.774,261.294,455.821,14.201,-12.297,7.808,453.869,454.53
855.229,-722.708,262.021,453.403,9.711,-9.366,5.911,454.529,450.693
855.329,-722.741,262.739,450.907,8.742,-6.738,2.291,452.038,451.042
855.429,-722.919,263.466,448.399,12.778,-7.118,2.622,451.417,450.693
855.529,-723.218,264.236,445.917,13.612,-11.665,4.59,451.387,444.155
855.629,-723.474,265.075,443.39,10.372,-8.217,7.362,446.161,443.196
855.729,-723.651,266.001,440.919,7.65,-8.469,7.757,441.095,437.882
855.829,-723.762,266.962,438.538,3.06,-9.424,7.312,438.005,434.747
855.929,-723.84,267.931,436.128,-1.379,-5.797,4.611,431.659,430.482
856.029,-1.762,7.515,-2448,5701,0.188,-0.2,274.252,-15.022
856.129,-723.995,269.609,431.414,5.071,-0.244,7.441,424.638,423.609
856.229,-724.162,270.327,429.008,6.486,-5.229,8.296,424.527,421.522
856.329,-724.295,271.167,426.81,-8.964,-6.824,8.074,420.671,420.043
856.429,-724.495,271.833,424.311,-9.41,6.852,8.023,419.864,415.958
856.529,-724.639,272.551,421.882,7.168,5.66,7.65,415.651,415.002
856.629,-724.806,273.382,419.415,5.33,-9.711,10.034,415.763,419.261
856.729,-725.083,274.264,416.836,-10.128,-5.552,4.374,422.242,418.305
856.829,-725.428,275.095,414.248,-3.627,10.192,2.169,419.977,417.262
856.929,-725.738,275.813,411.57,-5.976,17.972,0.833,414.069,410.745
857.029,-725.961,276.505,408.903,2.536,29.723,1.702,409.039,400.153
857.129,-726.094,277.25,406.273,4.209,13.116,-1.947,400.437,400.327
857.229,-726.072,277.985,403.794,-7.039,-22.921,4.058,401.141,402.063
857.329,-725.938,278.781,401.276,-12.412,-10.3,3.405,400.44,400.24
857.429,-725.694,279.69,398.827,-4.604,-3.247,2.672,400.12,399.199
857.529,-725.594,280.451,396.357,-6.824,-4.439,9.524,399.191,394.167
857.629,-725.694,281.074,393.801,0.532,-8.698,6.953,395.952,393.387
857.729,-725.916,281.68,391.193,1.063,-10.667,6.429,394.125,392.173
857.829,-726.116,282.285,388.594,-6.429,-12.699,7.075,392.703,387.058
857.929,-726.282,282.917,386.074,-11.385,-8.167,4.87,387.598,388.185
858.029,-726.449,283.592,383.633,-3.354,-6.184,3.462,384.183,381.514
858.129,-726.627,284.249,381.147,-0.23,-7.815,3.283,381.454,380.561
858.229,-726.826,284.942,378.633,1.616,-7.765,1.796,378.466,379.349
858.329,-727.026,285.608,376.029,2.521,-15.242,4.741,377.909,376.318
858.429,-727.193,286.274,373.471,-2.162,-14.301,3.879,375.19,371.817
858.529,-727.248,286.897,370.886,-3.757,-7.858,0.438,371.001,367.837
858.629,-727.226,287.503,368.304,-8.332,-2.694,2.133,367.766,365.588
858.729,-727.093,288.1,365.643,-5.459,2.327,4.245,365.895,361.957
858.829,-726.893,288.732,362.871,-1.006,8.39,8.425,361.479,359.796
858.929,-726.638,289.415,360.13,1.537,7.643,9.345,361.395,360.314
859.029,-726.427,290.151,357.388,-2.112,5.588,9.726,359.144,357.807
859.129,-726.26,290.851,354.629,-4.999,6.68,8.088,357.821,354.006
859.229,-726.072,291.483,351.881,-11.974,6.738,6.249,351.746,349.515
859.329,-725.894,292.063,349.212,-14.244,3.002,4.784,349.017,345.112
859.429,-725.727,292.634,346.543,-8.612,5.955,3.024,343.872,340.107
859.529,-725.627,293.24,343.97,1.156,7.147,3.864,339.651,335.363
859.629,-725.583,293.845,341.323,10.271,2.974,6.831,335.192,334.932
859.729,-725.627,294.451,338.611,16.621,3.635,9.668,335.13,332.777
859.829,-725.627,294.996,335.864,12.168,7.226,9.036,332.463,329.156
859.929,-725.516,295.55,333.205,1.602,3.814,7.571,329.663,325.882
860.029,-725.317,296.104,330.57,-3.283,-1.501,8.849,324.726,321.489
860.129,-725.028,296.718,328.077,-2.888,-4.892,7.628,322.418,318.992
860.229,-724.75,297.332,325.466,-0.28,-6.407,11.119,319.226,317.184
860.329,-724.517,297.877,322.837,-1.156,-1.085,11.852,316.366,315.204
860.429,-724.417,298.388,320.29,-0.294,2.37,10.293,315.05,312.967
860.529,-724.373,298.898,317.665,4.626,7.686,8.792,312.41,312.537
860.629,-724.295,299.357,315.063,0.963,13.482,6.335,312.745,310.988
860.729,-724.173,299.807,312.528,-10.746,11.916,5.595,311.481,309.182
860.829,-724.029,300.317,309.98,-13.798,3.318,2.593,308.657,305.828
860.929,-723.807,300.888,307.513,-75.011,2.421,235.368,294.63,208.523
861.029,-723.429,301.485,305.094,-1.437,-13.001,5.897,283.163,297.921
861.129,-722.874,302.126,302.452,6.867,-4.159,15.235,297.128,295.172
861.229,-722.33,303.06,299.86,11.284,4.841,16.355,295.139,294.055
861.329,-721.919,304.28,297.172,1.027,12.326,14.538,293.008,291.221
861.429,-721.686,305.526,294.392,-2.837,10.602,14.955,291.361,288.216
861.529,-721.62,306.781,291.786,13.64,-1.954,2.126,288.045,288.817
861.629,-721.764,307.966,289.395,0.201,-17.268,-55.854,291.702,289.332
861.729,-721.975,309.108,287.325,15.486,6.141,-57.104,289.93,304.796
861.829,-721.742,309.731,284.716,-21.671,25.751,14.143,313.099,301.1
861.929,-721.831,309.558,281.535,14.215,2.557,37.53,287.353,283.153
862.029,-721.864,309.351,278.834,19.487,-25.399,19.616,284.313,281.523
862.129,-721.786,309.074,276.012,16.197,-13.748,7.52,283.754,287.358
862.229,-721.686,308.806,273.511,10.616,-16.434,1.738,288.463,279.979
862.329,-721.731,308.667,271.311,4.899,-22.913,11.392,278.118,274.834
862.429,-721.775,308.71,269.225,-6.177,-6.802,8.785,275.376,272.177
862.529,-721.697,308.797,267.105,-1.243,-7.743,11.794,272.353,270.463
862.629,-721.575,309.022,265.243,2.248,-13.87,12.922,271.462,270.12
862.729,-721.487,309.264,263.566,0.883,-10.846,3.017,270.813,269.606
862.829,-721.342,309.498,261.94,-2.888,-5.157,3.584,267.443,270.977
862.929,-721.054,309.671,259.958,-5.279,3.663,-0.029,265.434,264.124
863.029,-720.598,309.783,257.786,-1.494,0.165,11.291,264.807,265.322
863.129,-720.121,309.913,255.611,2.327,-6.867,13.906,267.131,265.237
863.229,-719.61,310.034,253.496,0.46,-8.339,5.696,263.908,262.411
863.329,-719.111,310.121,251.266,-0.725,-5.042,-2.334,261.435,256.505
863.429,-718.711,310.026,248.948,1.286,-3.692,-3.714,258.867,256.333
863.529,-718.522,310,246.784,2.729,-4.058,-3.577,256.163,254.707
863.629,-718.323,309.956,244.757,1.192,-4.159,-3.189,254.09,252.227
863.729,-718.112,309.913,242.742,4.611,-5.89,-4.734,252.552,249.661
863.829,-717.867,309.861,240.837,3.067,-8.971,-6.716,249.472,248.464
863.929,-717.59,309.861,238.722,-0.934,-9.237,-9.28,249.378,245.642
864.029,-717.201,309.896,236.677,2.14,-20.227,-23.366,247.085,245.3
864.129,-716.824,309.939,234.393,24.723,-25.291,-107.477,245.019,240.6
864.229,-716.435,310.147,232.367,-14.861,7.305,-34.686,241.095,238.122
864.329,-715.936,310.562,230.344,-5.366,-31.339,-3.879,238.421,235.133
864.429,-715.303,311.263,228.336,14.804,-18.201,9.733,233.739,233.169
864.529,-714.615,312.336,226.346,2.959,54.367,37.545,234.789,231.12
864.629,-713.882,313.599,224.37,14.948,12.333,-33.932,231.052,221.051
864.729,-713.094,314.992,222.534,-16.205,13.734,35.412,222.504,225.146
864.829,-712.317,316.402,220.954,-18.762,6.199,-17.138,228.259,225.914
864.929,-711.473,317.943,219.545,-7.52,-6.716,-9.733,222.405,221.563
865.029,-710.562,319.517,218.286,-4.719,-20.284,-7.887,221.396,220.113
865.129,-709.552,321.058,216.288,-1.465,-13.719,-7.887,219.352,218.408
865.229,-708.764,322.217,215.262,0.28,-20.837,-13.504,219.064,216.959
865.329,-708.098,323.134,214.304,-3.433,-13.396,-13.374,216.872,215.936
865.429,-707.476,323.948,213.538,-10.616,-5.847,-4.41,215.941,214.998
865.529,-707.054,324.571,212.839,-18.819,-3.132,-6.716,214.593,213.464
865.629,-706.699,325.159,212.081,-10.817,3.512,-12.254,214.17,213.294
865.729,-706.466,325.626,211.411,-7.937,5.797,-19.422,214.054,213.208
865.829,-706.355,326.024,210.718,-2.916,7.434,-9.137,213.844,213.123
865.929,-706.399,326.431,210.043,-0.345,5.373,-9.252,212.915,211.845
866.029,-706.555,326.872,209.485,-1.393,8.935,-6.5,212.6,211.93
866.129,-706.777,327.4,209.106,-0.927,6.256,-8.382,212.26,211.078
866.229,-706.965,328.04,208.73,4.489,2.126,-8.785,211.777,210.738
866.329,-707.232,328.75,208.197,5.545,0.409,-10.573,210.287,209.63
866.429,-707.454,329.494,207.561,4.856,-0.294,-11.327,209.871,209.119
866.529,-707.587,330.281,206.907,2.758,-2.686,-11.27,208.681,206.819
866.629,-707.632,331.112,206.42,0.316,-2.471,-12.979,207.722,206.479
866.729,-707.654,331.986,205.961,-2.14,-0.977,-15.587,206.66,205.627
866.829,-707.632,332.851,205.431,-2.406,-1.745,-13.238,206.081,204.605
866.929,-707.62,333.647,205.032,5.926,-2.033,-5.035,204.654,202.987
867.029,-707.643,334.46,204.676,0.905,-5.229,-9.74,204.184,202.647
867.129,-707.62,335.317,204.293,0.402,-4.927,-11.88,203.023,201.795
867.229,-707.587,336.07,203.975,0.409,-4.137,-11.212,201.827,200.774
867.329,-707.554,336.753,203.718,-0.172,-3.599,-10.43,201.058,200.093
867.429,-707.498,337.376,203.359,3.01,-3.872,-8.878,200.315,199.497
867.529,-707.476,337.887,203.143,1.573,0.883,-9.934,199.799,198.902
867.629,-707.432,338.432,202.666,2.737,3.16,-10.271,198.9,197.966
867.729,-707.443,338.951,202.203,2.823,2.737,-8.806,198.382,197.54
867.829,-707.421,339.522,201.832,2.162,3.405,-12.11,197.741,196.774
867.929,-707.376,340.145,201.237,7.722,11.564,-14.244,197.437,196.519
868.029,-707.354,340.768,200.657,0.057,5.279,-12.232,196.744,195.839
868.129,-707.287,341.486,200.081,-0.086,5.2,-10.652,195.94,195.498
868.229,-707.232,342.3,199.608,-0.646,5.344,-8.102,195.11,194.137
868.329,-707.232,343.096,199.288,-2.09,2.967,-11.421,194.792,193.712
868.429,-707.188,344.004,198.783,-4.647,4.963,-8.39,193.894,193.371
868.529,-707.165,344.921,198.371,-3.484,3.311,-12.125,193.709,192.691
868.629,-707.199,345.89,197.983,-2.471,0.431,-9.855,192.912,191.586
868.729,-707.221,346.877,197.595,-1.796,0.848,-9.977,192.325,191.245
868.829,-707.287,347.829,197.249,0.474,-2.155,-10.516,191.836,191.501
868.929,-707.376,348.772,196.752,0.646,-1.2,-10.458,191.536,190.48
869.029,-707.476,349.689,196.282,3.527,-0.374,-8.03,190.134,188.95
869.129,-707.554,350.615,195.734,2.959,-1.501,-12.204,189.552,187.845
869.229,-707.643,351.437,195.26,2.349,-2.78,-11.78,188.454,187.335
869.329,-707.743,352.181,194.801,4.08,-3.268,-9.496,188.023,186.825
869.429,-707.865,352.856,194.256,3.405,-2.413,-11.342,186.973,185.379
869.529,-708.009,353.47,193.635,4.511,-2.363,-9.776,186.085,185.549
869.629,-708.142,353.998,193.069,2.758,-2.054,-9.352,185.715,184.784
869.729,-708.32,354.431,192.418,2.061,-1.006,-9.237,184.769,184.105
869.829,-708.464,354.872,191.885,2.78,-2.105,-9.137,184.234,183.51
869.929,-708.586,355.287,191.33,2.787,-1.602,-9.309,183.431,182.915
870.029,-708.675,355.703,190.807,3.922,-1.796,-9.187,183.083,182.49
870.129,-708.786,356.04,190.267,4.331,-2.37,-11.155,182.978,182.745
870.229,-708.875,356.36,189.795,4.338,-4.015,-9.524,182.975,182.066
870.329,-708.942,356.689,189.305,2.385,-5.215,-9.309,182.547,181.895
870.429,-709.053,356.897,188.626,1.358,-4.245,-10.185,181.944,180.536
870.529,-709.141,357.104,187.926,0.79,-4.798,-9.331,180.87,180.111
870.629,-709.23,357.329,187.191,-0.891,-5.093,-7.312,180.217,178.328
870.729,-709.308,357.554,186.452,-1.314,-5.409,-8.095,178.611,177.308
870.829,-709.33,357.822,185.739,-3.225,-4.992,-8.526,177.932,176.459
870.929,-709.275,358.168,185.059,-3.584,-3.9,-7.772,177.112,176.629
871.029,-709.23,358.48,184.454,-4.051,-3.491,-8.576,176.596,175.44
871.129,-709.186,358.826,183.808,-3.297,-2.047,-8.792,175.667,174.591
871.229,-709.13,359.189,183.172,-2.449,-1.279,-8.813,175.284,174.422
871.329,-709.019,359.622,182.607,-2.263,-1.595,-8.145,174.404,174.082
871.429,-708.953,360.003,182.039,-2.227,-1.415,-8.16,174.123,173.233
871.529,-708.886,360.401,181.412,-2.521,-1.386,-8.267,173.464,172.554
871.629,-708.831,360.782,180.799,-2.679,-1.092,-8.842,172.822,171.62
871.729,-708.775,361.188,180.158,-2.564,-0.589,-7.98,171.967,171.535
871.829,-708.72,361.604,179.472,-2.729,-0.783,-8.533,171.216,169.923
871.929,-708.642,362.01,178.792,-2.701,-1.063,-8.713,170.803,170.262
872.029,-708.564,362.443,178.095,-2.859,-1.228,-8.763,169.723,168.735
872.129,-708.509,362.841,177.404,-2.737,-1.595,-8.792,169.275,168.056
872.229,-708.453,363.265,176.691,-2.873,-2.205,-8.849,167.919,167.632
872.329,-708.375,363.697,175.953,-2.636,-2.528,-8.943,167.475,166.105
872.429,-708.298,364.121,175.23,-2.234,-3.017,-8.727,166.688,165.596
872.529,-708.22,364.545,174.544,-1.523,-2.902,-9.331,166.067,165.341
872.629,-708.131,364.969,173.866,-0.187,-2.794,-9.675,165.08,163.984
872.729,-708.042,365.411,173.176,0.409,-2.586,-9.41,164.644,163.645
