Time_ms_,GPSPosX,GPSPosY,GPSPosZ,IMUAccelX,IMUAccelY,IMUAccelZ,BarAltitude,BarAltitude2
872.829,-707.942,365.869,172.536,0.661,-1.753,-11.342,163.751,163.73
872.929,-707.843,366.319,171.87,1.056,0.646,-9.517,163.432,162.203
873.029,-707.754,366.76,171.224,1.508,0.661,-9.295,162.721,162.457
873.129,-707.676,367.193,170.595,0.575,0.46,-9.036,162.303,161.694
873.229,-707.609,367.617,170.041,0.769,1.013,-9.812,161.477,160.422
873.329,-707.554,368.015,169.388,0.517,0.934,-9.553,161.069,159.829
873.429,-707.487,368.405,168.711,-0.84,0.366,-10.501,160.215,159.575
873.529,-707.432,368.768,168.026,-1.487,0.697,-10.882,159.593,158.218
873.629,-707.387,369.105,167.416,-2.413,0.309,-10.135,158.335,157.286
873.729,-707.376,369.4,166.823,-1.429,-0.431,-10.896,157.667,156.184
873.829,-707.343,369.659,166.181,-1.178,-1.257,-10.286,156.316,154.998
873.929,-707.31,369.901,165.52,-0.754,-0.948,-10.379,155.546,154.489
874.029,-707.276,370.1,164.85,0,-0.46,-10.394,154.67,154.32
874.129,-707.254,370.282,164.24,-0.057,0.237,-10.315,153.608,152.964
874.229,-707.243,370.421,163.576,0.345,1.128,-9.704,153.144,152.202
874.329,-707.232,370.533,162.894,-0.136,1.602,-8.655,152.234,151.693
874.429,-707.221,370.646,162.203,-0.381,2.464,-8.864,151.817,151.185
874.529,-707.21,370.758,161.5,-0.733,3.254,-9.352,151.075,150.762
874.629,-707.21,370.862,160.777,-1.681,4.159,-9.704,150.651,149.321
874.729,-707.21,371.009,160.115,-2.018,4.669,-9.094,149.914,149.152
874.829,-707.21,371.182,159.464,-2.808,4.324,-9.453,149.559,148.305
874.929,-707.232,371.355,158.85,-2.413,4.396,-9.819,148.243,147.882
875.029,-707.287,371.563,158.218,-2.715,3.872,-10.595,147.852,147.119
875.129,-707.354,371.805,157.533,-1.954,4.044,-10.803,146.966,146.103
875.229,-707.432,372.099,156.904,0.251,4.338,-10.336,146.52,145.426
875.329,-707.532,372.419,156.304,1.307,5.028,-10.882,145.67,144.749
875.429,-707.62,372.765,155.684,1.681,3.965,-10.925,145.225,144.749
875.529,-707.687,373.12,155.1,1.085,3.455,-10.817,144.613,144.072
875.629,-707.732,373.51,154.535,1.271,2.952,-9.984,144.302,143.31
875.729,-707.732,373.908,153.94,1.3,3.06,-10.236,143.568,142.971
875.829,-707.72,374.34,153.353,1.006,2.808,-9.912,143.161,142.21
875.929,-707.676,374.781,152.831,1.092,2.054,-11.133,142.43,141.278
876.029,-707.598,375.231,152.317,1.623,2.241,-10.013,142.059,141.109
876.129,-707.509,375.681,151.812,0.783,2.722,-10.271,141.395,140.602
876.229,-707.387,376.131,151.346,0.266,1.372,-10.422,141.004,140.348
876.329,-707.232,376.581,150.922,1.02,1.401,-9.338,140.244,140.009
876.429,-707.11,376.979,150.362,0.474,0.467,-9.56,139.578,138.825
876.529,-706.965,377.36,149.807,1.192,-0.007,-9.338,139.121,139.079
876.629,-706.821,377.749,149.276,1.48,-0.316,-9.072,138.678,138.402
876.729,-706.699,378.147,148.706,1.429,-1.085,-9.144,138.371,137.471
876.829,-706.577,378.511,148.123,1.688,-0.991,-9.654,137.686,137.048
876.929,-706.477,378.865,147.518,1.358,-1.221,-9.948,137.158,137.048
877.029,-706.388,379.194,146.926,1.307,-1.566,-10.042,136.46,135.61
877.129,-706.31,379.506,146.343,0.948,-1.465,-10.027,135.869,135.525
877.229,-706.244,379.8,145.763,0.223,-1.781,-9.69,135.125,134.088
877.329,-706.199,380.077,145.169,0.151,-1.472,-9.991,134.534,133.58
877.429,-706.177,380.345,144.576,-0.108,-1.3,-9.97,133.411,132.566
877.529,-706.177,380.613,143.975,-0.237,-0.941,-9.762,132.953,132.143
877.629,-706.188,380.873,143.37,0.395,-0.18,-10.142,132.148,131.804
877.729,-706.222,381.106,142.793,0.948,0.402,-9.963,131.949,131.636
877.829,-706.266,381.331,142.22,1.494,0.826,-10.113,131.908,132.143
877.929,-706.31,381.565,141.671,2.291,0.661,-10.221,131.848,131.466
878.029,-706.366,381.833,141.095,2.729,0.503,-10.307,131.332,131.213
878.129,-706.422,382.128,140.505,3.038,0.496,-10.207,131.106,129.353
878.229,-706.488,382.448,139.925,2.715,-0.302,-10.3,130.162,129.522
878.329,-706.51,382.837,139.464,2.471,-0.754,-9.503,129.708,128.846
878.429,-706.577,383.2,138.952,2.026,-1.688,-9.252,128.415,127.916
878.529,-706.621,383.624,138.382,1.358,-2.327,-9.28,127.5,126.733
878.629,-706.677,384.074,137.802,0.79,-1.86,-9.424,127.064,126.479
878.729,-706.721,384.55,137.216,0.237,-1.58,-9.625,126.159,125.465
878.829,-706.766,385.043,136.627,-0.057,-0.74,-9.553,125.866,125.127
878.929,-706.821,385.563,136.049,0.122,-0.409,-10.53,125.002,124.705
879.029,-706.877,386.09,135.477,0.108,-0.431,-10.034,124.865,123.691
879.129,-706.943,386.644,134.921,-0.711,-0.474,-9.596,124.062,124.113
879.229,-707.043,387.189,134.379,-1.458,-1.257,-9.28,123.681,122.846
879.329,-707.165,387.752,133.793,-0.855,-0.524,-10.02,122.965,122.508
879.429,-707.299,388.323,133.223,-1.271,-1.25,-10.947,122.532,121.325
879.529,-707.421,388.92,132.664,-1.034,-0.869,-10.157,121.803,121.241
879.629,-707.543,389.543,132.112,-1.185,-1.228,-9.841,121.368,120.396
879.729,-707.676,390.148,131.534,-1.853,-1.616,-9.496,120.572,120.059
879.829,-707.809,390.771,130.946,-1.063,-1.113,-9.072,120.167,120.143
879.929,-707.954,391.394,130.336,-1.142,-2.198,-9.891,119.683,119.383
880.029,-708.087,392.026,129.719,-1.35,-2.6,-9.287,119.09,118.876
880.129,-708.22,392.649,129.122,-1.099,-2.615,-8.777,118.339,117.778
880.229,-708.342,393.298,128.587,-0.625,-3.39,-8.849,118.002,117.103
880.329,-708.475,393.956,128.015,-0.187,-3.067,-8.885,117.071,117.018
880.429,-708.575,394.596,127.446,-0.251,-3.354,-8.447,116.878,116.259
880.529,-708.686,395.236,126.825,0.323,-3.017,-8.296,116.438,115.414
880.629,-708.775,395.859,126.246,0.603,-2.873,-8.311,115.968,115.077
880.729,-708.864,396.473,125.659,1.077,-2.514,-8.253,115.195,114.57
880.829,-708.953,397.088,125.085,1.343,-2.047,-7.894,115.17,114.148
880.929,-709.03,397.711,124.507,0.905,-2.133,-9.058,114.213,113.726
881.029,-709.108,398.334,123.892,0.848,-1.99,-8.67,113.69,113.388
881.129,-709.186,398.965,123.264,0.79,-1.645,-9.453,113.006,112.545
881.229,-709.275,399.588,122.649,0.74,-1.358,-9.101,112.147,111.785
881.329,-709.352,400.22,122.007,0.704,-1.113,-8.928,111.919,111.7
881.429,-709.452,400.86,121.352,0.855,-1.106,-9.086,110.99,110.772
881.529,-709.563,401.509,120.716,1.221,-1.372,-9.007,110.781,110.013
881.629,-709.663,402.167,120.11,1.056,-1.056,-8.835,109.834,109.844
881.729,-709.785,402.833,119.498,1.544,-0.223,-9.546,109.317,108.41
881.829,-709.896,403.508,118.847,1.681,-0.661,-10.056,108.537,107.989
881.929,-710.007,404.2,118.164,2.191,-0.783,-10.573,107.888,106.554
882.029,-710.118,404.91,117.508,2.291,-1.006,-9.97,107.312,106.892
882.129,-710.218,405.637,116.871,2.14,-1.207,-9.445,106.965,106.301
882.229,-710.318,406.363,116.24,2.399,-1.006,-9.273,105.93,105.036
882.329,-710.396,407.108,115.621,2.622,-1.889,-9.287,105.745,104.615
882.429,-710.474,407.843,115.032,2.902,-1.968,-10.185,104.7,103.855
882.529,-710.529,408.587,114.431,2.931,-2.026,-10.092,104.019,102.928
882.629,-710.574,409.331,113.842,2.722,-1.566,-10.616,102.918,102.422
882.729,-710.596,410.067,113.242,1.235,-0.84,-10.379,102.628,102.253
882.829,-710.618,410.802,112.657,0.388,-0.733,-9.489,101.671,101.41
882.929,-710.64,411.546,112.049,0.381,-1.264,-8.914,101.425,100.905
883.029,-710.662,412.299,111.484,0.661,-2.342,-9.036,100.646,99.978
883.129,-710.685,413.06,110.926,0.826,-2.694,-9.23,100.267,100.315
883.229,-710.74,413.813,110.387,0.69,-3.038,-9.41,99.266,99.05
883.329,-710.796,414.531,109.848,0.029,-2.694,-9.855,98.436,98.039
883.429,-710.862,415.258,109.28,-0.057,-2.873,-9.819,98.048,97.617
883.529,-710.929,415.942,108.671,-0.395,-1.99,-9.352,97.276,96.775
883.629,-711.018,416.625,108.097,-0.661,-1.343,-9.496,96.877,97.027
883.729,-711.129,417.292,107.543,-0.632,-1.185,-9.237,96.388,94.837
883.829,-711.262,417.949,106.969,-0.374,-1.135,-9.783,95.94,95.932
883.929,-711.406,418.607,106.381,-0.014,-1.142,-9.74,95.102,94.331
884.029,-711.562,419.273,105.797,0.402,-1.077,-9.18,94.847,93.826
884.129,-711.717,419.922,105.185,0.395,-1.616,-8.756,94.12,93.573
884.229,-711.861,420.606,104.656,0.453,-1.595,-8.928,93.415,93.32
884.329,-712.017,421.272,104.106,0.517,-1.623,-9.208,92.648,92.141
884.429,-712.183,421.912,103.491,0,-1.882,-9.194,91.88,91.72
884.529,-712.328,422.561,102.839,-0.646,-1.918,-9.92,90.886,90.625
884.629,-712.472,423.193,102.205,-1.135,-1.645,-10.329,90.308,89.952
884.729,-712.627,423.824,101.579,-1.2,-1.53,-10.458,89.568,89.025
884.829,-712.761,424.439,100.948,-1.142,-1.336,-10.358,89.07,88.352
884.929,-712.894,425.044,100.309,-0.783,-0.998,-10.214,87.875,87.509
885.029,-713.027,425.624,99.671,-1.034,-1.027,-10.092,87.524,86.331
885.129,-713.149,426.186,99.063,-0.991,-0.754,-10.358,86.51,86.247
885.229,-713.271,426.749,98.456,-0.977,-0.567,-10.372,86.158,85.573
885.329,-713.393,427.303,97.844,-0.869,-0.582,-11.04,85.261,85.405
885.429,-713.504,427.848,97.232,-0.567,-0.963,-10.465,84.568,84.479
885.529,-713.627,428.376,96.634,-0.352,-1.135,-10.3,84.287,83.722
885.629,-713.76,428.895,96.025,0.23,-0.905,-9.539,83.414,83.385
885.729,-713.904,429.379,95.43,0.682,-0.711,-9.259,83.212,82.88
885.829,-714.026,429.864,94.837,1.121,-0.194,-9.065,82.555,82.796
885.929,-714.159,430.34,94.233,1.408,0.172,-8.95,82.229,82.291
886.029,-714.293,430.816,93.65,1.688,0.266,-9.747,81.335,81.197
886.129,-714.404,431.291,93.046,1.573,0.409,-9.374,80.836,80.44
886.229,-714.504,431.793,92.463,1.207,1.077,-9,79.972,79.178
886.329,-714.603,432.295,91.867,0.948,1.559,-9.208,79.388,78.842
886.429,-714.703,432.771,91.295,0.273,2.191,-9.762,78.404,78.505
886.529,-714.803,433.273,90.685,-0.165,2.119,-9.266,78.018,77.58
886.629,-714.892,433.783,90.072,-0.553,2.543,-8.634,76.949,76.486
886.729,-714.981,434.311,89.438,-1.2,2.334,-8.318,76.41,75.814
886.829,-715.081,434.856,88.806,-1.322,2.406,-8.698,75.486,74.384
886.929,-715.192,435.401,88.154,-1.595,2.65,-9.072,75.021,74.72
887.029,-715.314,435.973,87.479,-1.982,2.413,-9.596,74.153,73.963
887.129,-715.403,436.578,86.813,-2.557,1.975,-8.777,73.675,72.87
887.229,-715.514,437.184,86.156,-2.708,1.824,-9.216,72.781,72.198
887.329,-715.614,437.824,85.491,-2.571,1.3,-9.345,72.36,71.189
887.429,-715.714,438.49,84.811,-2.413,1.343,-8.849,71.492,70.769
887.529,-715.814,439.183,84.162,-1.616,1.415,-9.496,71.007,69.929
887.629,-715.902,439.909,83.529,-1.307,0.977,-9.374,70.103,69.34
887.729,-715.98,440.636,82.858,-1.063,1.02,-9.905,69.714,69.34
887.829,-716.069,441.38,82.218,-1.408,0.912,-9.639,68.906,67.996
887.929,-716.169,442.142,81.588,-1.07,1.034,-9.697,68.111,67.659
888.029,-716.235,442.903,80.939,-0.769,1.178,-9.675,67.821,67.155
888.129,-716.302,443.682,80.289,-0.56,1.099,-9.639,67.009,67.071
888.229,-716.358,444.452,79.635,0.093,1.286,-8.928,66.509,65.979
888.329,-716.413,445.222,78.938,0.725,2.14,-9.05,65.803,65.727
888.429,-716.457,445.992,78.269,1.717,2.895,-9.079,65.324,63.878
888.529,-716.491,446.754,77.573,2.356,3.433,-9.359,64.519,64.131
888.629,-716.524,447.489,76.872,2.263,3.771,-9.28,64.26,63.207
888.729,-716.557,448.19,76.252,1.932,4.317,-9.144,63.354,62.786
888.829,-716.58,448.856,75.597,1.25,4.633,-9.524,63.104,62.451
888.929,-716.602,449.471,74.903,0.467,5.021,-9.273,62.538,62.283
889.029,-716.657,450.024,74.247,-0.294,4.267,-8.792,62.055,61.863
889.129,-716.713,450.543,73.593,-0.833,3.67,-9.374,61.124,60.183
889.229,-716.779,451.045,73.001,-1.623,3.232,-9.754,60.355,60.183
889.329,-716.857,451.53,72.475,-1.623,2.212,-9.833,59.517,59.26
889.429,-716.946,451.962,71.833,-1.149,0.998,-10.264,59.3,58.672
889.529,-717.046,452.378,71.181,-0.057,0.503,-10.559,58.539,58.001
889.629,-717.146,452.767,70.549,0.725,0.582,-10.875,58.066,57.497
889.729,-717.279,453.165,69.935,1.314,-0.136,-10.214,57.213,57.329
889.829,-717.39,453.589,69.281,0.977,-0.359,-10.609,56.563,56.069
889.929,-717.501,454.013,68.638,1.566,-0.819,-10.365,55.405,55.062
890.029,-717.623,454.463,68,1.889,-1.365,-10.329,54.994,54.307
890.129,-717.734,454.93,67.385,1.566,-1.171,-10.013,54.294,53.636
890.229,-717.845,455.424,66.764,1.702,-1.314,-9.51,53.41,53.887
890.329,-717.945,455.925,66.148,1.789,-0.697,-10.379,52.74,51.789
890.429,-718.034,456.445,65.543,1.53,-0.036,-9.69,52.03,51.957
890.529,-718.112,456.955,64.941,1.674,-0.072,-9.388,51.67,51.957
890.629,-718.167,457.491,64.361,1.336,0.093,-9.323,50.796,50.699
890.729,-718.211,458.063,63.715,1.307,-0.007,-9.783,50.482,49.944
890.829,-718.267,458.616,63.093,1.243,-0.057,-10.113,49.826,49.441
890.929,-718.311,459.187,62.515,0.905,-0.144,-10.279,49.181,48.602
891.029,-718.356,459.75,61.911,0.948,-0.309,-10.013,48.482,48.518
891.129,-718.411,460.321,61.291,0.919,0.158,-9.747,48.034,47.595
891.229,-718.467,460.901,60.722,0.603,-0.266,-9.884,47.442,46.757
891.329,-718.522,461.48,60.118,-0.014,-0.036,-9.647,46.917,46.254
891.429,-718.556,462.034,59.533,0.101,-0.438,-10.566,46.379,45.834
891.529,-718.622,462.597,58.953,1.099,-0.488,-10.465,45.824,45.667
891.629,-718.7,463.159,58.376,0.144,-0.869,-9.589,45.184,44.157
891.729,-718.778,463.73,57.799,0.359,-1.243,-8.404,44.653,43.906
891.829,-718.855,464.292,57.218,0.733,-0.812,-8.684,43.91,43.486
891.929,-718.933,464.838,56.614,0.632,-1.243,-8.921,43.469,43.319
892.029,-719.033,465.383,55.998,0.668,-1.099,-8.749,42.767,42.229
892.129,-719.111,465.928,55.369,1.214,-0.654,-8.698,42.301,41.559
892.229,-719.2,466.447,54.739,0.733,-0.833,-9.129,41.403,41.307
892.329,-719.288,466.966,54.103,0.582,-1.221,-9.129,41.066,40.217
892.429,-719.355,467.485,53.449,0.883,-0.783,-9.129,40.303,39.882
892.529,-719.433,468.004,52.79,1.099,-0.187,-9.632,39.201,38.793
892.629,-719.51,468.515,52.111,1.645,0.101,-9.704,38.773,38.626
892.729,-719.588,469.034,51.452,1.53,0.007,-9.754,38.263,38.122
892.829,-719.655,469.57,50.775,2.184,0.007,-9.546,37.561,37.285
892.929,-719.721,470.107,50.098,2.615,0.309,-10.07,36.709,36.447
893.029,-719.788,470.669,49.429,2.543,0.065,-9.704,36.207,35.86
893.129,-719.832,471.24,48.758,2.299,-0.022,-9.144,35.59,35.106
893.229,-719.866,471.829,48.076,1.631,-0.23,-9.094,35.113,33.934
893.329,-719.899,472.426,47.413,1.652,-0.74,-9.546,33.74,33.096
893.429,-719.91,473.057,46.726,1.781,-0.747,-9.474,33.15,32.51
893.529,-719.91,473.68,46.047,1.056,-0.848,-9.366,32.463,32.175
893.629,-719.899,474.312,45.394,1.077,-1.214,-9.769,31.873,31.17
893.729,-719.888,474.944,44.73,0.33,-1.551,-9.855,31.018,31.086
893.829,-719.855,475.593,44.073,0.733,-1.631,-9.56,30.603,30.165
893.929,-719.81,476.242,43.395,0.007,-1.027,-8.72,29.821,29.914
894.029,-719.777,476.882,42.722,-0.496,-0.567,-9.402,29.363,29.244
894.129,-255,1,0.001,-0.026,1004.962,20.601,-1.594,0
894.229,-719.71,478.154,41.383,-0.797,0.345,-9.92,27.983,27.737
894.329,-719.677,478.785,40.686,-0.704,0.374,-10.58,27.167,26.984
894.429,-719.655,479.417,40.032,-0.596,0.244,-11.593,26.609,26.566
894.529,-719.644,480.057,39.37,-0.69,-0.187,-11.679,25.954,25.645
894.629,-719.655,480.706,38.722,-0.862,-0.998,-11.098,25.498,25.478
894.729,-719.655,481.364,38.059,-1.063,-0.294,-11.126,24.711,24.808
894.829,-719.666,482.022,37.381,-1.551,-0.122,-10.286,23.943,23.804
894.929,-719.699,482.671,36.72,-0.891,0.215,-10.099,23.5,23.72
895.029,-719.732,483.311,36.059,-1.523,0.359,-9.762,22.877,22.632
895.129,-719.788,483.934,35.416,-1.185,0.115,-10.078,22.451,22.884
895.229,-719.855,484.557,34.763,-1.077,-0.043,-9.941,21.629,22.13
895.329,-719.943,485.171,34.124,-0.783,-0.266,-9.898,21.275,21.21
895.429,-720.043,485.785,33.491,-0.589,-0.18,-9.611,20.238,20.207
895.529,-720.143,486.4,32.873,-0.56,0.187,-9.244,19.899,19.454
895.629,-720.243,487.014,32.263,-1.458,-0.072,-30.613,19.171,19.286
895.729,-720.354,487.611,31.668,-0.208,-0.287,-8.979,18.716,17.948
895.829,-720.465,488.225,31.092,0.122,-2.816,-6.536,17.782,17.53
895.929,-720.587,488.84,30.542,-0.697,0.481,-16.743,17.37,17.53
896.029,-720.698,489.471,29.998,-0.481,0.661,-6.896,17.391,16.945
896.129,-720.798,490.103,29.481,-0.438,1.034,-13.619,16.746,16.109
896.229,-720.909,490.7,28.976,-0.022,1.666,-11.277,15.696,15.774
896.329,-721.042,491.297,28.511,-0.611,0.927,-10.365,15.482,15.105
896.429,-721.165,491.886,28.082,-0.69,0.668,-10.832,15.005,15.272
896.529,-721.287,492.483,27.643,-1.789,-0.481,-10.315,14.819,14.269
896.629,-721.409,493.062,27.225,-2.126,-1.077,-9.898,14.385,14.102
896.729,-721.531,493.651,26.775,-2.184,-0.754,-9.151,13.972,13.684
896.829,-721.631,494.222,26.35,-2.22,-0.194,-10.473,13.415,12.932
896.929,-721.742,494.767,25.952,-1.717,0.302,-10.279,13.181,12.848
897.029,-721.842,495.312,25.537,-1.738,1.092,-9.158,12.566,12.179
897.129,-721.931,495.848,25.124,-2.176,1.724,-9.036,11.932,11.845
897.229,-722.019,496.359,24.711,-1.925,1.523,-8.864,11.624,11.176
897.329,-722.097,496.895,24.303,-2.054,1.688,-8.627,11.13,11.093
897.429,-722.175,497.406,23.909,-1.623,1.293,-8.706,10.969,10.257
897.529,-722.241,497.856,23.463,-1.631,1.156,-9.46,10.521,11.009
897.629,-722.286,498.306,23.012,-1.401,1.142,-8.828,10.315,9.839
897.729,-722.341,498.738,22.531,-1.731,1.006,-9.18,9.687,9.923
897.829,-722.397,499.18,22.062,-2.176,1.034,-8.54,9.464,9.254
897.929,-722.452,499.604,21.6,-2.184,1.257,-8.296,9.188,8.92
898.029,-722.508,500.01,21.1,-2.212,1.063,-8.828,8.945,8.669
898.129,-722.552,500.426,20.609,-1.875,0.848,-9.568,8.078,7.751
898.229,-722.597,500.815,20.127,-1.796,0.201,-9.287,7.805,7.834
898.329,-722.641,501.196,19.645,-2.026,-0.129,-9.438,7.257,7.5
898.429,-722.685,501.576,19.15,-2.004,-0.136,-9.69,6.945,7.082
898.529,-722.719,501.957,18.658,-2.205,0.237,-9.173,5.993,6.163
898.629,-722.763,502.329,18.177,-1.947,0.833,-9.187,5.886,5.745
898.729,-722.808,502.71,17.676,-1.875,1.02,-8.756,5.136,4.743
898.829,-722.841,503.082,17.181,-1.982,0.546,-9.711,5.005,4.826
898.929,-722.874,503.445,16.684,-1.544,0.546,-9.345,3.99,4.242
899.029,-722.896,503.8,16.227,-1.271,0.374,-10.013,3.675,2.989
899.129,-722.919,504.155,15.783,-1.314,0.603,-10.552,3.083,3.407
899.229,-722.952,504.492,15.312,-1.544,0.467,-10.781,2.855,2.739
899.329,-722.985,504.821,14.813,-1.523,0.294,-10.027,2.285,2.321
899.429,-723.019,505.141,14.319,-1.623,0.23,-9.438,1.598,1.236
899.529,-723.052,505.453,13.861,-1.738,0.172,-9.453,1.177,0.651
899.629,-723.063,505.773,13.407,-1.803,0.165,-9.359,0.64,0.735
899.729,-723.074,506.084,12.972,-1.616,-0.108,-9.97,0.312,0.317
899.829,-723.074,506.387,12.518,-1.214,-0.517,-9.524,-0.274,-0.184
899.929,-723.074,506.681,12.058,-1.128,-0.682,-9.173,-0.503,-0.684
900.029,-723.074,506.967,11.578,-0.963,-1.027,-10.042,-1.199,-1.185
900.129,-723.085,507.244,11.052,-0.869,-1.35,-9.489,-1.446,-1.436
900.229,-723.096,507.521,10.54,-0.869,-1.458,-10.257,-2.089,-1.77
900.329,-723.107,507.806,10.042,-1.02,-1.595,-10.3,-2.402,-2.521
900.429,-723.107,508.083,9.527,-1.128,-1.444,-9.402,-2.982,-3.022
900.529,-723.107,508.351,9.02,-0.876,-1.063,-9.776,-3.314,-3.439